,G,Opponent,Home_away,Tm,Opp
0,1,Denver Nuggets,0,89,95
1,2,Denver Nuggets,0,97,88
2,3,Denver Nuggets,1,96,91
3,4,Denver Nuggets,1,96,89
4,5,Denver Nuggets,0,93,78
6,6,Phoenix Suns,1,111,106
7,7,Phoenix Suns,1,81,101
8,8,Phoenix Suns,0,108,101
9,9,Phoenix Suns,0,98,104
10,10,Phoenix Suns,1,88,85
11,11,Phoenix Suns,0,114,106
13,12,Utah Jazz,0,108,100
14,13,Utah Jazz,0,105,96
15,14,Utah Jazz,1,83,109
16,15,Utah Jazz,1,91,79
17,16,Utah Jazz,0,109,84
19,17,Cleveland Cavaliers,0,85,76
20,18,Cleveland Cavaliers,0,103,92
21,19,Cleveland Cavaliers,1,75,72
22,20,Cleveland Cavaliers,1,83,82
