,G,Opponent,Home_away,Tm,Opp
0,1,Memphis Grizzlies,0,111,82
1,2,Memphis Grizzlies,0,96,82
2,3,Memphis Grizzlies,1,94,105
3,4,Memphis Grizzlies,1,108,110
4,5,Memphis Grizzlies,0,116,103
5,6,Memphis Grizzlies,1,103,96
7,7,Houston Rockets,0,99,126
8,8,Houston Rockets,0,121,96
9,9,Houston Rockets,1,103,92
10,10,Houston Rockets,1,104,125
11,11,Houston Rockets,0,110,107
12,12,Houston Rockets,1,114,75
14,13,Golden State Warriors,1,111,113
15,14,Golden State Warriors,1,100,136
16,15,Golden State Warriors,0,108,120
17,16,Golden State Warriors,0,115,129
