,G,Opponent,Home_away,Tm,Opp
0,1,Denver Nuggets,0,104,88
1,2,Denver Nuggets,0,122,96
2,3,Denver Nuggets,1,99,95
4,4,Los Angeles Lakers,0,110,94
5,5,Los Angeles Lakers,0,97,90
6,6,Los Angeles Lakers,1,85,92
7,7,Los Angeles Lakers,1,80,71
8,8,Los Angeles Lakers,0,96,98
9,9,Los Angeles Lakers,1,100,88
11,10,Houston Rockets,0,93,94
12,11,Houston Rockets,0,96,106
13,12,Houston Rockets,1,107,102
14,13,Houston Rockets,1,103,81
15,14,Houston Rockets,0,90,111
16,15,Houston Rockets,1,95,100
