,G,Opponent,Home_away,Tm,Opp
0,1,Philadelphia 76ers,0,119,106
1,2,Philadelphia 76ers,0,121,120
2,3,Philadelphia 76ers,1,115,123
3,4,Philadelphia 76ers,1,115,112
4,5,Philadelphia 76ers,0,97,120
5,6,Philadelphia 76ers,1,90,92
6,7,Philadelphia 76ers,0,111,108
8,8,Washington Bullets,1,118,97
9,9,Washington Bullets,1,95,115
10,10,Washington Bullets,0,116,114
11,11,Washington Bullets,0,118,102
12,12,Washington Bullets,1,103,107
13,13,Washington Bullets,0,100,108
14,14,Washington Bullets,1,105,107
