,G,Opponent,Home_away,Tm,Opp
0,1,Portland Trail Blazers,0,96,86
1,2,Portland Trail Blazers,0,103,99
2,3,Portland Trail Blazers,1,115,103
3,4,Portland Trail Blazers,1,79,98
4,5,Portland Trail Blazers,0,99,103
5,6,Portland Trail Blazers,1,103,125
6,7,Portland Trail Blazers,0,107,95
8,8,Sacramento Kings,0,113,124
9,9,Sacramento Kings,0,132,110
10,10,Sacramento Kings,1,141,137
11,11,Sacramento Kings,1,83,99
12,12,Sacramento Kings,0,112,93
13,13,Sacramento Kings,1,109,115
14,14,Sacramento Kings,0,112,99
16,15,San Antonio Spurs,1,113,110
17,16,San Antonio Spurs,1,106,119
18,17,San Antonio Spurs,0,83,96
19,18,San Antonio Spurs,0,95,102
20,19,San Antonio Spurs,1,103,91
21,20,San Antonio Spurs,0,78,90
