,G,Opponent,Home_away,Tm,Opp
0,1,Portland Trail Blazers,0,89,81
1,2,Portland Trail Blazers,0,101,89
2,3,Portland Trail Blazers,1,92,97
3,4,Portland Trail Blazers,1,82,84
4,5,Portland Trail Blazers,0,93,82
5,6,Portland Trail Blazers,1,103,96
7,7,Los Angeles Lakers,1,96,94
8,8,Los Angeles Lakers,1,93,81
9,9,Los Angeles Lakers,0,98,92
10,10,Los Angeles Lakers,0,122,86
12,11,Oklahoma City Thunder,0,121,112
13,12,Oklahoma City Thunder,0,100,106
14,13,Oklahoma City Thunder,1,93,87
15,14,Oklahoma City Thunder,1,112,105
16,15,Oklahoma City Thunder,0,100,96
18,16,Miami Heat,1,84,92
19,17,Miami Heat,1,95,93
20,18,Miami Heat,0,86,88
21,19,Miami Heat,0,86,83
22,20,Miami Heat,0,112,103
23,21,Miami Heat,1,105,95
