,G,Opponent,Home_away,Tm,Opp
0,1,San Antonio Spurs,0,103,92
1,2,Seattle SuperSonics,0,83,85
2,3,Denver Nuggets,1,98,133
3,4,Kansas City Kings,0,91,103
4,5,San Antonio Spurs,1,96,110
5,6,Phoenix Suns,1,99,111
6,7,Seattle SuperSonics,1,107,102
7,8,Portland Trail Blazers,1,105,120
8,9,Golden State Warriors,1,79,86
9,10,Utah Jazz,0,96,104
10,11,Houston Rockets,1,103,109
11,12,Utah Jazz,1,122,144
12,13,San Diego Clippers,0,102,116
13,14,Washington Bullets,1,95,116
14,15,Los Angeles Lakers,0,102,126
15,16,Detroit Pistons,1,73,101
16,17,Houston Rockets,0,94,105
17,18,Portland Trail Blazers,0,113,106
18,19,Los Angeles Lakers,1,102,110
19,20,Phoenix Suns,0,91,102
21,21,Seattle SuperSonics,0,91,101
22,22,Portland Trail Blazers,1,96,116
23,23,Philadelphia 76ers,0,92,108
24,24,Denver Nuggets,0,117,119
25,25,Houston Rockets,1,90,115
26,26,Cleveland Cavaliers,0,102,109
27,27,Boston Celtics,1,87,97
28,28,Atlanta Hawks,1,104,110
29,29,Los Angeles Lakers,0,92,103
30,30,Denver Nuggets,1,107,116
31,31,San Diego Clippers,0,112,109
32,32,Kansas City Kings,1,107,114
33,33,San Antonio Spurs,0,83,89
34,34,Phoenix Suns,1,102,115
35,35,San Diego Clippers,1,92,102
36,36,Golden State Warriors,0,98,101
37,37,Utah Jazz,0,96,101
38,38,Denver Nuggets,0,119,111
39,39,Milwaukee Bucks,1,96,112
40,40,Cleveland Cavaliers,1,100,112
42,41,New York Knicks,1,98,100
43,42,Houston Rockets,0,120,124
44,43,Seattle SuperSonics,1,89,103
45,44,Golden State Warriors,1,111,109
46,45,Utah Jazz,1,97,99
47,46,Washington Bullets,0,94,106
48,47,Chicago Bulls,0,112,106
49,48,New York Knicks,0,118,110
50,49,San Diego Clippers,1,109,115
51,50,Kansas City Kings,0,91,104
52,51,Chicago Bulls,1,98,106
53,52,Indiana Pacers,1,89,107
54,53,New Jersey Nets,0,100,112
55,54,Kansas City Kings,0,100,121
56,55,Houston Rockets,1,68,116
57,56,Atlanta Hawks,0,98,100
58,57,San Antonio Spurs,1,98,102
59,58,Detroit Pistons,0,95,101
60,59,Phoenix Suns,1,97,119
61,60,San Antonio Spurs,0,99,107
63,61,Los Angeles Lakers,1,99,107
64,62,Milwaukee Bucks,0,106,114
65,63,Philadelphia 76ers,1,109,117
66,64,New Jersey Nets,1,132,109
67,65,Seattle SuperSonics,0,84,102
68,66,Kansas City Kings,1,102,105
69,67,Indiana Pacers,0,111,118
70,68,San Diego Clippers,0,99,91
71,69,Boston Celtics,0,105,117
72,70,Golden State Warriors,1,109,115
73,71,San Antonio Spurs,1,108,133
74,72,Phoenix Suns,0,107,103
75,73,Golden State Warriors,0,120,118
76,74,Portland Trail Blazers,1,110,135
77,75,Los Angeles Lakers,0,109,114
78,76,Utah Jazz,1,113,120
79,77,Denver Nuggets,0,126,125
80,78,Utah Jazz,0,105,95
81,79,Houston Rockets,0,111,114
82,80,Denver Nuggets,1,126,115
84,81,Portland Trail Blazers,0,109,123
85,82,Kansas City Kings,1,104,113
