,G,Opponent,Home_away,Tm,Opp
0,1,Atlanta Hawks,1,125,110
1,2,Detroit Pistons,0,127,115
2,3,Los Angeles Lakers,0,107,103
3,4,Boston Celtics,1,101,108
4,5,New York Knicks,1,92,98
5,6,New York Knicks,0,118,114
6,7,Milwaukee Bucks,0,132,114
7,8,Philadelphia 76ers,1,119,113
8,9,Chicago Bulls,0,133,122
9,10,Chicago Bulls,1,110,104
10,11,Baltimore Bullets,1,126,115
11,12,Baltimore Bullets,0,111,115
12,13,New York Knicks,1,110,101
13,14,Boston Celtics,1,105,116
14,15,Atlanta Hawks,0,130,125
15,16,Detroit Pistons,1,107,121
16,17,San Francisco Warriors,0,113,107
17,18,Philadelphia 76ers,0,105,120
18,19,Atlanta Hawks,1,91,94
19,20,Detroit Pistons,0,122,112
21,21,Atlanta Hawks,0,109,126
22,22,Baltimore Bullets,1,129,127
23,23,Boston Celtics,0,114,117
24,24,New York Knicks,0,120,115
25,25,Milwaukee Bucks,1,107,96
26,26,San Diego Rockets,0,116,110
27,27,Phoenix Suns,0,130,123
28,28,Milwaukee Bucks,0,121,115
29,29,Phoenix Suns,0,119,101
30,30,Los Angeles Lakers,1,108,112
31,31,Phoenix Suns,1,114,123
32,32,San Diego Rockets,1,124,132
33,33,Chicago Bulls,0,103,98
34,34,Chicago Bulls,1,96,104
35,35,Philadelphia 76ers,0,123,128
36,36,Boston Celtics,1,114,112
37,37,San Francisco Warriors,0,101,106
38,38,Milwaukee Bucks,0,113,109
39,39,Baltimore Bullets,0,125,130
40,40,Chicago Bulls,0,106,104
42,41,Milwaukee Bucks,0,101,116
43,42,Seattle SuperSonics,0,110,119
44,43,Detroit Pistons,1,115,118
45,44,Detroit Pistons,0,111,113
46,45,San Diego Rockets,0,120,109
47,46,Los Angeles Lakers,1,107,128
48,47,Los Angeles Lakers,1,117,132
49,48,San Francisco Warriors,1,113,107
50,49,Los Angeles Lakers,0,113,126
51,50,San Francisco Warriors,0,100,107
52,51,Philadelphia 76ers,0,116,115
53,52,Boston Celtics,1,101,116
54,53,Seattle SuperSonics,0,111,96
55,54,Detroit Pistons,0,125,114
56,55,San Diego Rockets,1,93,110
57,56,Phoenix Suns,0,124,103
58,57,Seattle SuperSonics,1,97,102
59,58,San Francisco Warriors,1,117,116
60,59,Philadelphia 76ers,0,112,129
61,60,San Diego Rockets,0,114,118
63,61,Chicago Bulls,1,111,101
64,62,Phoenix Suns,0,113,125
65,63,Baltimore Bullets,1,117,112
66,64,Atlanta Hawks,0,123,124
67,65,New York Knicks,0,110,100
68,66,Baltimore Bullets,0,109,126
69,67,Philadelphia 76ers,0,119,120
70,68,San Diego Rockets,1,112,127
71,69,San Francisco Warriors,1,115,131
72,70,Seattle SuperSonics,1,122,134
73,71,Seattle SuperSonics,1,113,107
74,72,Phoenix Suns,1,141,122
75,73,Milwaukee Bucks,1,112,110
76,74,Detroit Pistons,1,105,114
77,75,Atlanta Hawks,1,107,134
78,76,Boston Celtics,0,120,110
79,77,Baltimore Bullets,0,128,130
80,78,New York Knicks,1,108,121
81,79,Los Angeles Lakers,0,136,128
82,80,Boston Celtics,0,119,145
84,81,Seattle SuperSonics,0,134,127
85,82,Philadelphia 76ers,1,125,119
