,G,Opponent,Home_away,Tm,Opp
0,1,Minneapolis Lakers,1,79,99
1,2,Minneapolis Lakers,0,110,94
2,3,Detroit Pistons,1,113,120
3,4,Syracuse Nationals,1,108,130
4,5,St. Louis Hawks,0,90,97
5,6,New York Knicks,0,97,108
6,7,Philadelphia Warriors,0,92,106
7,8,Syracuse Nationals,0,115,116
8,9,Boston Celtics,1,105,130
9,10,Boston Celtics,0,119,103
10,11,Philadelphia Warriors,1,90,108
11,12,Detroit Pistons,1,86,103
12,13,St. Louis Hawks,0,89,100
13,14,New York Knicks,1,115,113
14,15,Detroit Pistons,0,95,112
15,16,Minneapolis Lakers,1,93,114
16,17,St. Louis Hawks,1,86,98
17,18,Minneapolis Lakers,0,77,84
18,19,St. Louis Hawks,0,81,105
19,20,New York Knicks,0,110,108
21,21,Minneapolis Lakers,0,132,128
22,22,Philadelphia Warriors,0,90,103
23,23,Syracuse Nationals,0,94,97
24,24,Boston Celtics,1,115,125
25,25,New York Knicks,1,106,118
26,26,Boston Celtics,0,90,104
27,27,Syracuse Nationals,1,121,120
28,28,St. Louis Hawks,0,92,100
29,29,Detroit Pistons,1,91,131
30,30,Minneapolis Lakers,0,120,116
31,31,St. Louis Hawks,1,112,124
32,32,St. Louis Hawks,0,104,119
33,33,Detroit Pistons,0,111,104
34,34,Boston Celtics,0,108,111
35,35,Boston Celtics,0,95,109
36,36,Syracuse Nationals,0,138,145
37,37,St. Louis Hawks,0,101,112
38,38,Detroit Pistons,0,69,101
39,39,Syracuse Nationals,1,110,127
40,40,Detroit Pistons,0,92,112
42,41,Minneapolis Lakers,0,95,91
43,42,New York Knicks,1,105,117
44,43,Detroit Pistons,0,107,88
45,44,New York Knicks,0,114,108
46,45,New York Knicks,0,109,130
47,46,Syracuse Nationals,1,102,123
48,47,Syracuse Nationals,0,109,104
49,48,Philadelphia Warriors,0,100,92
50,49,Philadelphia Warriors,1,84,99
51,50,St. Louis Hawks,1,87,118
52,51,Detroit Pistons,1,88,103
53,52,Philadelphia Warriors,0,120,103
54,53,Boston Celtics,1,117,136
55,54,Detroit Pistons,0,97,122
56,55,Minneapolis Lakers,0,100,118
57,56,Minneapolis Lakers,0,105,106
58,57,Minneapolis Lakers,0,119,114
59,58,Philadelphia Warriors,0,94,106
60,59,New York Knicks,1,97,124
61,60,New York Knicks,0,116,118
63,61,St. Louis Hawks,1,120,121
64,62,Boston Celtics,0,112,129
65,63,Syracuse Nationals,0,113,109
66,64,Minneapolis Lakers,0,96,116
67,65,Detroit Pistons,0,106,101
68,66,St. Louis Hawks,0,124,122
69,67,Detroit Pistons,1,101,117
70,68,St. Louis Hawks,1,102,113
71,69,Minneapolis Lakers,0,128,122
72,70,Philadelphia Warriors,1,86,93
73,71,Boston Celtics,1,131,141
74,72,Philadelphia Warriors,0,96,102
