,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
0,2.0,0.4,5.0,1.0,0.25,4.0,1.0,31.0,0.0,1.0,3.0,0.33299999999999996,9.0,1.0,0.5,2.0,1.0,0.0,jacksaa01,NBA,35.0,2.0,4.0,8.0,PG,0.0,2017-18,1.0,3.0,HOU,0.389
0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,24.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,2.0,0.0,jacksal01,NBA,8.5,0.0,3.0,0.0,0,0.0,1967-68,0.0,0.0,CIN,0.0
0,4.3,0.40700000000000003,10.4,0.3,0.259,1.2,4.7,24.0,0.2,3.3,4.6,0.392,11.6,2.2,0.8140000000000001,2.7,68.0,53.0,jacksbo01,NBA,30.0,1.1,2.4,11.6,PG,1.5,1997-98,2.7,4.4,DEN,0.405
1,2.6,0.408,6.4,0.2,0.37,0.5,3.3,25.0,0.1,1.8,2.8,0.405,7.0,1.2,0.772,1.6,50.0,12.0,jacksbo01,NBA,18.8,0.9,1.5,7.1,PG,0.8,1998-99,1.5,2.7,MIN,0.42
2,1.7,0.423,4.1,0.2,0.28300000000000003,0.6,2.4,26.0,0.1,1.4,1.9,0.405,4.7,1.0,0.7759999999999999,1.3,73.0,10.0,jacksbo01,NBA,14.2,0.7,1.6,5.1,PG,0.7,1999-00,0.8,2.1,MIN,0.423
3,2.4,0.455,5.3,0.5,0.375,1.3,2.0,27.0,0.1,2.2,2.9,0.439,6.7,0.8,0.7390000000000001,1.1,79.0,7.0,jacksbo01,NBA,20.9,0.9,1.8,7.2,PG,1.1,2000-01,1.3,3.1,SAC,0.47600000000000003
4,3.1,0.47700000000000004,6.6,1.0,0.361,2.7,2.0,28.0,0.1,2.1,4.1,0.44299999999999995,9.3,1.8,0.81,2.3,81.0,3.0,jacksbo01,NBA,21.6,1.0,1.8,11.1,PG,0.9,2001-02,1.1,3.1,SAC,0.495
5,4.3,0.505,8.4,1.5,0.379,4.0,3.1,29.0,0.1,2.7,5.8,0.46399999999999997,12.4,2.1,0.846,2.5,59.0,26.0,jacksbo01,NBA,28.4,1.0,2.1,15.2,PG,1.2,2002-03,1.8,3.7,SAC,0.525
6,3.6,0.488,7.5,1.6,0.37,4.4,2.1,30.0,0.2,2.4,5.3,0.444,11.8,1.6,0.752,2.2,50.0,0.0,jacksbo01,NBA,23.7,1.1,2.1,13.8,SG,1.0,2003-04,1.3,3.5,SAC,0.513
7,3.0,0.478,6.4,1.3,0.344,3.8,2.4,31.0,0.1,2.5,4.4,0.42700000000000005,10.2,2.0,0.862,2.3,25.0,0.0,jacksbo01,NBA,21.4,0.9,2.3,12.0,SG,0.6,2004-05,1.1,3.4,SAC,0.49200000000000005
8,2.2,0.377,5.9,1.8,0.389,4.7,2.7,32.0,0.0,2.5,4.0,0.382,10.5,1.5,0.733,2.1,71.0,15.0,jacksbo01,NBA,25.0,0.6,2.2,11.4,PG,0.9,2005-06,1.4,3.1,MEM,0.469
9,2.7,0.425,6.3,1.0,0.327,2.9,2.5,33.0,0.1,2.4,3.6,0.39399999999999996,9.3,2.3,0.774,3.0,56.0,2.0,jacksbo01,NBA,23.8,0.8,1.8,10.6,SG,0.9,2006-07,1.4,3.2,NOK,0.446
10,1.7,0.439,3.9,1.1,0.358,3.1,1.9,34.0,0.1,2.1,2.8,0.40299999999999997,7.0,0.9,0.79,1.1,72.0,5.0,jacksbo01,NBA,19.3,0.5,1.3,7.7,SG-PG,0.6,2007-08,0.8,2.5,TOT,0.483
11,1.4,0.414,3.3,1.2,0.368,3.1,1.7,34.0,0.1,1.9,2.5,0.392,6.4,0.9,0.816,1.1,46.0,0.0,jacksbo01,NBA,19.4,0.5,1.3,7.1,SG,0.7,2007-08,0.7,2.4,NOH,0.48100000000000004
12,2.3,0.469,4.9,1.1,0.341,3.2,2.4,34.0,0.1,2.3,3.4,0.419,8.1,0.9,0.75,1.2,26.0,5.0,jacksbo01,NBA,19.2,0.4,1.4,8.8,PG,0.5,2007-08,1.1,2.7,HOU,0.486
13,1.9,0.462,4.1,0.8,0.305,2.8,2.0,35.0,0.1,2.2,2.7,0.39799999999999996,6.8,1.2,0.851,1.4,71.0,10.0,jacksbo01,NBA,20.9,0.6,1.4,7.5,PG,0.9,2008-09,0.9,2.8,SAC,0.46
0,0.4,0.35700000000000004,1.2,0.1,0.16699999999999998,0.5,1.2,23.0,0.2,0.5,0.5,0.3,1.7,0.6,0.583,1.0,12.0,0.0,jacksce01,NBA,6.2,0.2,0.6,1.7,PG,0.3,2009-10,0.9,0.7,TOT,0.325
1,0.0,0.0,0.2,0.0,0.0,0.2,0.4,23.0,0.0,0.2,0.0,0.0,0.4,0.2,0.25,0.8,5.0,0.0,jacksce01,NBA,2.0,0.0,0.0,0.2,PG,0.0,2009-10,0.2,0.2,CLE,0.0
2,0.7,0.4,1.7,0.0,0.0,0.7,2.0,23.0,0.7,1.0,0.7,0.28600000000000003,2.3,1.0,0.75,1.3,3.0,0.0,jacksce01,NBA,8.3,0.3,0.7,2.3,PG,1.0,2009-10,0.7,1.3,SAS,0.28600000000000003
3,0.8,0.375,2.0,0.3,0.33299999999999996,0.8,1.5,23.0,0.0,0.5,1.0,0.364,2.8,0.8,0.75,1.0,4.0,0.0,jacksce01,NBA,9.8,0.3,1.3,3.0,PG,0.0,2009-10,2.0,0.8,WAS,0.409
0,0.7,0.44,1.6,0.0,0.0,0.0,0.2,23.0,0.1,1.1,0.7,0.43,1.7,0.5,0.6859999999999999,0.7,51.0,2.0,jacksda01,NBA,8.4,0.6,1.5,1.9,PF,0.2,2008-09,0.3,1.7,CLE,0.43
1,0.3,0.308,0.9,0.0,0.25,0.1,0.1,24.0,0.1,0.5,0.3,0.3,1.1,0.1,0.667,0.2,28.0,0.0,jacksda01,NBA,4.4,0.3,0.8,0.8,PF,0.1,2009-10,0.5,0.8,TOT,0.317
2,0.3,0.318,0.8,0.0,0.33299999999999996,0.1,0.1,24.0,0.1,0.4,0.3,0.32,0.9,0.1,0.667,0.2,27.0,0.0,jacksda01,NBA,4.2,0.3,0.7,0.8,PF,0.1,2009-10,0.5,0.7,CLE,0.34
3,1.0,0.25,4.0,0.0,0.0,1.0,0.0,24.0,0.0,1.0,1.0,0.2,5.0,0.0,0.0,0.0,1.0,0.0,jacksda01,NBA,9.0,1.0,2.0,2.0,PF,0.0,2009-10,0.0,2.0,MIL,0.2
4,1.3,0.503,2.5,0.1,0.273,0.2,0.2,25.0,0.1,0.8,1.3,0.48700000000000004,2.7,0.5,0.612,0.8,59.0,2.0,jacksda01,NBA,8.2,0.8,1.0,3.2,PF,0.2,2010-11,0.4,1.6,SAC,0.49700000000000005
0,0.4,0.667,0.6,0.2,1.0,0.2,0.6,22.0,0.0,0.4,0.6,0.75,0.8,0.6,0.5,1.2,5.0,0.0,jacksde01,NBA,3.4,0.4,0.0,2.0,PG,0.0,2016-17,0.0,0.8,BOS,0.875
1,0.4,0.545,0.7,0.1,0.14300000000000002,0.5,0.6,23.0,0.1,0.5,0.5,0.389,1.2,0.1,0.5,0.1,15.0,0.0,jacksde01,NBA,5.3,0.3,0.5,1.1,PG,0.3,2017-18,0.7,0.8,TOT,0.41700000000000004
2,0.3,0.5,0.7,0.0,0.0,0.5,0.4,23.0,0.1,0.6,0.3,0.28600000000000003,1.2,0.0,0.0,0.0,12.0,0.0,jacksde01,NBA,5.3,0.3,0.5,0.7,PG,0.3,2017-18,0.8,0.9,HOU,0.28600000000000003
3,0.7,0.667,1.0,0.3,1.0,0.3,1.3,23.0,0.0,0.0,1.0,0.75,1.3,0.3,0.5,0.7,3.0,0.0,jacksde01,NBA,5.7,0.3,0.3,2.7,PG,0.3,2017-18,0.3,0.3,PHI,0.875
0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.2,1.0,1.5,0.415,3.6,0.7,0.581,1.3,49.0,0.0,jacksgr01,NBA,16.4,0.4,2.7,3.7,SG,0.5,1974-75,0.0,1.4,TOT,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,22.0,0.0,0.0,0.8,0.4,2.0,0.0,0.0,0.0,5.0,0.0,jacksgr01,NBA,5.4,0.4,1.0,1.6,SG,0.0,1974-75,0.0,0.4,NYK,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,2.1,22.0,0.2,1.1,1.6,0.41600000000000004,3.8,0.8,0.581,1.4,44.0,0.0,jacksgr01,NBA,17.6,0.4,2.8,4.0,SG,0.5,1974-75,0.0,1.5,PHO,0.0
