,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,23.0,0.0,0.0,0.7,0.268,2.7,0.7,0.643,1.1,52.0,0.0,kachawh01,BAA,0.0,0.0,1.6,2.2,0,0.0,1948-49,0.0,0.0,TOT,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,23.0,0.0,0.0,0.7,0.22,3.0,0.6,0.618,1.0,33.0,0.0,kachawh01,BAA,0.0,0.0,1.7,2.0,0,0.0,1948-49,0.0,0.0,CHS,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,23.0,0.0,0.0,0.8,0.381,2.2,0.8,0.682,1.2,19.0,0.0,kachawh01,BAA,0.0,0.0,1.3,2.5,0,0.0,1948-49,0.0,0.0,MNL,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,20.0,0.0,0.0,5.5,0.368,15.0,3.4,0.626,5.5,21.0,0.0,kaftage01,BAA,0.0,0.0,1.3,14.5,SF,0.0,1948-49,0.0,0.0,BOS,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,2.6,21.0,0.0,0.0,3.6,0.37200000000000005,9.7,2.5,0.654,3.8,55.0,0.0,kaftage01,NBA,0.0,0.0,1.7,9.7,SF,0.0,1949-50,0.0,0.0,BOS,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,22.0,0.0,0.0,1.8,0.38799999999999996,4.7,1.3,0.624,2.0,61.0,0.0,kaftage01,NBA,0.0,0.0,1.7,4.9,SF,0.0,1950-51,0.0,2.5,NYK,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,1.7,23.0,0.0,0.0,2.2,0.375,5.9,1.8,0.687,2.6,52.0,0.0,kaftage01,NBA,18.4,0.0,2.1,6.2,SF,0.0,1951-52,0.0,3.8,NYK,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,24.0,0.0,0.0,2.0,0.317,6.2,1.9,0.657,2.9,23.0,0.0,kaftage01,NBA,16.5,0.0,2.6,5.8,SF,0.0,1952-53,0.0,3.3,BLB,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,1.6,0.315,5.2,1.5,0.6609999999999999,2.3,72.0,0.0,kalafed01,NBA,15.3,0.0,2.8,4.8,PF,0.0,1954-55,0.0,4.4,MNL,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,1.8,23.0,0.0,0.0,2.7,0.359,7.5,2.6,0.738,3.5,72.0,0.0,kalafed01,NBA,22.8,0.0,3.3,8.0,SF,0.0,1955-56,0.0,6.1,MNL,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,1.6,24.0,0.0,0.0,2.7,0.35100000000000003,7.8,3.0,0.6609999999999999,4.6,65.0,0.0,kalafed01,NBA,24.9,0.0,3.7,8.5,SF,0.0,1956-57,0.0,6.5,MNL,0.0
0,2.4,0.462,5.3,0.0,0.0,0.0,1.0,21.0,0.9,4.1,2.4,0.46,5.3,1.2,0.6970000000000001,1.7,82.0,61.0,kamanch01,NBA,22.5,1.5,2.6,6.1,C,0.3,2003-04,1.9,5.6,LAC,0.46
1,3.9,0.498,7.8,0.0,0.0,0.0,1.2,22.0,1.1,4.6,3.9,0.49700000000000005,7.9,1.3,0.6609999999999999,1.9,63.0,50.0,kamanch01,NBA,25.9,2.1,2.9,9.1,C,0.4,2004-05,1.8,6.7,LAC,0.49700000000000005
2,4.7,0.524,9.0,0.0,0.0,0.0,1.0,23.0,1.4,7.2,4.7,0.523,9.1,2.5,0.77,3.2,78.0,78.0,kamanch01,NBA,32.8,2.4,3.4,11.9,C,0.6,2005-06,2.3,9.6,LAC,0.523
3,3.9,0.452,8.7,0.0,0.0,0.0,1.1,24.0,1.5,5.7,3.9,0.451,8.7,2.2,0.741,3.0,75.0,66.0,kamanch01,NBA,29.0,2.1,3.3,10.1,C,0.5,2006-07,2.0,7.8,LAC,0.451
4,6.0,0.486,12.4,0.0,0.0,0.1,1.9,25.0,2.8,9.6,6.0,0.483,12.5,3.6,0.762,4.7,56.0,55.0,kamanch01,NBA,37.2,3.1,3.2,15.7,C,0.6,2007-08,2.9,12.7,LAC,0.483
5,5.2,0.528,9.8,0.0,0.0,0.0,1.5,26.0,1.5,5.5,5.2,0.528,9.8,1.6,0.68,2.4,31.0,24.0,kamanch01,NBA,29.7,2.4,3.0,12.0,C,0.5,2008-09,2.7,8.0,LAC,0.528
6,7.8,0.49200000000000005,15.7,0.0,0.0,0.1,1.6,27.0,1.2,6.8,7.8,0.49,15.8,3.0,0.7490000000000001,4.0,76.0,76.0,kamanch01,NBA,34.3,2.4,2.8,18.5,C,0.5,2009-10,2.9,9.3,LAC,0.49
7,5.5,0.47100000000000003,11.8,0.0,0.0,0.0,1.4,28.0,1.5,5.4,5.5,0.47100000000000003,11.8,1.3,0.754,1.8,32.0,15.0,kamanch01,NBA,26.2,1.6,2.3,12.4,C,0.5,2010-11,1.8,7.0,LAC,0.47100000000000003
