2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
1.5,0.455,3.4,0.1,0.188,0.7,0.8,22.0,0.3,1.5,1.7,0.411,4.0,0.7,0.66,1.1,49.0,4.0,cabarza01,NBA,11.6,0.5,1.5,4.1,PF,0.2,2003-04,1.1,2.0,PHO,0.426
1.8,0.518,3.5,0.3,0.361,0.9,0.6,23.0,0.1,1.7,2.2,0.486,4.4,1.3,0.815,1.6,40.0,0.0,cabarza01,NBA,11.9,0.9,1.5,6.0,PF,0.3,2004-05,0.8,2.6,TOT,0.523
1.3,0.5710000000000001,2.3,0.0,0.0,0.0,0.0,23.0,0.0,0.3,1.3,0.5710000000000001,2.3,0.3,1.0,0.3,3.0,0.0,cabarza01,NBA,3.7,0.7,0.0,3.0,PF,0.0,2004-05,0.0,1.0,PHO,0.5710000000000001
1.9,0.515,3.6,0.4,0.361,1.0,0.7,23.0,0.1,1.8,2.2,0.482,4.6,1.4,0.813,1.7,37.0,0.0,cabarza01,NBA,12.5,0.9,1.6,6.2,PF,0.3,2004-05,0.8,2.7,GSW,0.521
1.0,0.403,2.5,0.1,0.25,0.3,0.3,24.0,0.1,1.2,1.1,0.385,2.9,1.0,0.7140000000000001,1.4,61.0,0.0,cabarza01,NBA,8.3,0.6,1.4,3.3,PF,0.2,2005-06,0.6,1.8,GSW,0.399
0.0,0.0,0.0,0.0,0.0,0.0,0.4,23.0,0.0,0.0,1.4,0.341,4.1,0.7,0.7929999999999999,0.9,31.0,0.0,cableba01,NBA,8.7,0.0,1.0,3.5,PF,0.0,1958-59,0.0,2.8,DET,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.7,24.0,0.0,0.0,1.9,0.376,5.1,0.8,0.657,1.2,57.0,0.0,cableba01,NBA,12.5,0.0,1.6,4.6,SF,0.0,1959-60,0.0,3.9,TOT,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9,24.0,0.0,0.0,3.1,0.3670000000000001,8.6,0.6,0.4,1.4,7.0,0.0,cableba01,NBA,16.6,0.0,2.7,6.9,0,0.0,1959-60,0.0,6.9,DET,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.7,24.0,0.0,0.0,1.7,0.378,4.6,0.8,0.7020000000000001,1.1,50.0,0.0,cableba01,NBA,12.0,0.0,1.5,4.3,SF,0.0,1959-60,0.0,3.5,SYR,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.1,25.0,0.0,0.0,3.5,0.463,7.7,1.0,0.6759999999999999,1.4,75.0,0.0,cableba01,NBA,21.9,0.0,3.3,8.1,SF,0.0,1960-61,0.0,6.3,SYR,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.7,26.0,0.0,0.0,4.6,0.407,11.2,1.8,0.652,2.7,67.0,0.0,cableba01,NBA,27.8,0.0,3.1,10.9,SF,0.0,1961-62,0.0,8.4,TOT,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.1,26.0,0.0,0.0,5.5,0.378,14.5,2.8,0.7120000000000001,3.9,15.0,0.0,cableba01,NBA,33.2,0.0,3.7,13.7,SF,0.0,1961-62,0.0,5.5,CHP,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.6,26.0,0.0,0.0,4.3,0.419,10.2,1.5,0.623,2.3,52.0,0.0,cableba01,NBA,26.2,0.0,3.0,10.0,SF,0.0,1961-62,0.0,9.2,STL,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.4,27.0,0.0,0.0,2.8,0.455,6.2,1.0,0.6459999999999999,1.6,61.0,0.0,cableba01,NBA,19.7,0.0,2.2,6.7,SF,0.0,1962-63,0.0,3.9,TOT,0.0
