2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
3.5,0.5429999999999999,6.4,0.1,0.375,0.2,0.8,20.0,0.4,3.4,3.5,0.537,6.6,1.6,0.703,2.2,33.0,12.0,labissk01,NBA,18.5,1.5,1.9,8.8,PF,0.5,2016-17,1.1,4.9,SAC,0.544
3.1,0.459,6.8,0.3,0.353,0.9,1.2,21.0,0.8,3.2,3.4,0.448,7.6,1.6,0.805,2.0,60.0,28.0,labissk01,NBA,20.7,1.7,2.2,8.7,PF,0.4,2017-18,1.2,4.8,SAC,0.467
1.4,0.524,2.6,0.0,0.0,0.1,0.0,23.0,0.0,0.9,1.4,0.5,2.8,0.3,0.5,0.5,8.0,0.0,lacefre01,ABA,6.0,0.5,1.1,3.0,0,0.0,1968-69,0.4,1.4,KEN,0.5
2.1,0.452,4.7,0.0,0.0,0.0,0.7,24.0,0.0,2.4,2.1,0.447,4.8,0.8,0.5670000000000001,1.5,46.0,0.0,laceyed01,ABA,13.2,1.5,2.0,5.1,0,0.0,1968-69,1.4,3.9,LAS,0.447
5.8,0.418,13.8,0.0,0.0,0.0,1.4,22.0,0.0,0.0,5.8,0.418,13.8,1.9,0.687,2.8,81.0,0.0,laceysa01,NBA,32.7,0.0,3.3,13.5,C,0.0,1970-71,0.0,11.3,CIN,0.418
5.1,0.422,12.0,0.0,0.0,0.0,2.1,23.0,0.0,0.0,5.1,0.422,12.0,1.5,0.7040000000000001,2.1,81.0,0.0,laceysa01,NBA,35.0,0.0,3.5,11.6,C,0.0,1971-72,0.0,12.0,CIN,0.422
6.0,0.474,12.6,0.0,0.0,0.0,2.4,24.0,0.0,0.0,6.0,0.474,12.6,1.6,0.708,2.3,79.0,0.0,laceysa01,NBA,37.1,0.0,3.6,13.5,C,0.0,1972-73,0.0,11.8,KCO,0.474
5.9,0.476,12.4,0.0,0.0,0.0,3.8,25.0,2.3,9.6,5.9,0.476,12.4,2.3,0.7490000000000001,3.1,79.0,0.0,laceysa01,NBA,39.3,3.7,3.2,14.2,C,1.6,1973-74,0.0,13.4,KCO,0.476
4.8,0.4270000000000001,11.3,0.0,0.0,0.0,5.3,26.0,2.1,11.4,4.8,0.4270000000000001,11.3,1.8,0.754,2.4,81.0,0.0,laceysa01,NBA,41.7,2.8,3.4,11.5,C,1.7,1974-75,0.0,14.2,KCO,0.4270000000000001
5.0,0.401,12.6,0.0,0.0,0.0,4.7,27.0,1.7,10.0,5.0,0.401,12.6,2.7,0.759,3.5,81.0,0.0,laceysa01,NBA,38.1,2.7,3.5,12.8,C,1.6,1975-76,0.0,12.6,KCK,0.401
4.0,0.422,9.4,0.0,0.0,0.0,4.7,28.0,1.6,6.6,4.0,0.422,9.4,2.6,0.762,3.4,82.0,0.0,laceysa01,NBA,31.6,2.3,3.6,10.6,C,1.5,1976-77,0.0,9.0,KCK,0.422
3.4,0.449,7.7,0.0,0.0,0.0,3.9,29.0,1.4,6.3,3.4,0.449,7.7,1.7,0.7170000000000001,2.4,77.0,0.0,laceysa01,NBA,27.7,2.0,3.4,8.6,C,1.6,1977-78,2.4,8.3,KCK,0.449
4.3,0.502,8.5,0.0,0.0,0.0,5.2,30.0,1.7,6.4,4.3,0.502,8.5,2.0,0.7390000000000001,2.8,82.0,0.0,laceysa01,NBA,32.0,2.2,3.8,10.6,C,1.3,1978-79,3.0,8.6,KCK,0.502
3.7,0.448,8.3,0.0,0.0,0.0,5.7,31.0,1.3,5.8,3.7,0.448,8.4,1.7,0.741,2.3,81.0,0.0,laceysa01,NBA,29.8,2.1,3.8,9.2,C,1.4,1979-80,2.6,8.0,KCK,0.448
2.9,0.444,6.5,0.0,0.2,0.1,4.9,32.0,1.5,5.5,2.9,0.442,6.5,1.1,0.7859999999999999,1.4,82.0,0.0,laceysa01,NBA,27.2,1.6,3.7,6.9,C,1.2,1980-81,2.2,7.1,KCK,0.443
1.2,0.438,2.7,0.0,0.0,0.0,1.4,33.0,0.7,1.6,1.2,0.435,2.8,0.5,0.73,0.7,56.0,7.0,laceysa01,NBA,12.0,0.4,2.5,2.9,C,0.4,1981-82,1.0,1.9,TOT,0.435
1.5,0.6,2.5,0.0,0.0,0.0,2.0,33.0,0.5,2.0,1.5,0.6,2.5,0.0,0.0,1.0,2.0,1.0,laceysa01,NBA,10.0,0.0,1.0,3.0,C,1.0,1981-82,1.0,2.0,KCK,0.6
1.2,0.4320000000000001,2.7,0.0,0.0,0.0,1.4,33.0,0.7,1.5,1.2,0.43,2.8,0.5,0.7709999999999999,0.6,54.0,6.0,laceysa01,NBA,12.0,0.4,2.5,2.9,C,0.4,1981-82,1.0,1.9,NJN,0.43
1.8,0.4270000000000001,4.3,0.0,0.222,0.2,2.0,34.0,0.4,2.8,1.9,0.42,4.4,0.5,0.784,0.6,60.0,33.0,laceysa01,NBA,20.5,1.0,3.5,4.2,C,0.5,1982-83,1.6,3.9,CLE,0.424
2.2,0.431,5.1,0.0,0.4,0.1,2.0,23.0,0.0,1.5,2.3,0.431,5.2,1.5,0.593,2.5,68.0,0.0,lackebo01,ABA,17.4,0.9,2.5,6.0,SG,0.0,1972-73,1.8,2.4,NYA,0.434
1.0,0.429,2.3,0.0,0.0,0.0,0.3,24.0,0.0,0.3,1.0,0.429,2.3,0.0,0.0,0.0,3.0,0.0,lackebo01,ABA,5.0,1.0,0.7,2.0,SG,0.3,1973-74,0.3,1.3,NYA,0.429
0.0,0.0,0.0,0.0,0.0,0.0,1.5,22.0,0.0,0.0,2.2,0.417,5.4,1.1,0.75,1.5,55.0,0.0,lacoufr01,NBA,13.1,0.0,1.3,5.6,SF,0.0,1960-61,0.0,3.2,STL,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.3,23.0,0.0,0.0,3.2,0.429,7.3,1.5,0.815,1.8,73.0,0.0,lacoufr01,NBA,20.6,0.0,2.3,7.8,PG,0.0,1961-62,0.0,3.7,STL,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.2,24.0,0.0,0.0,1.8,0.384,4.6,0.6,0.563,1.0,16.0,0.0,lacoufr01,NBA,10.7,0.0,1.7,4.1,0,0.0,1962-63,0.0,1.5,SFW,0.0
7.3,0.441,16.6,0.1,0.276,0.4,2.1,22.0,0.0,7.0,7.4,0.4370000000000001,17.0,2.0,0.703,2.8,77.0,0.0,ladnewe01,ABA,32.5,4.4,4.3,17.0,SF,0.0,1970-71,2.2,11.4,MMP,0.44
5.2,0.409,12.8,0.7,0.258,2.9,2.0,23.0,0.0,7.2,6.0,0.382,15.7,1.5,0.767,1.9,82.0,0.0,ladnewe01,ABA,29.8,3.0,4.2,14.2,SF,0.0,1971-72,2.6,10.2,TOT,0.405
6.3,0.404,15.6,0.7,0.278,2.5,2.0,23.0,0.0,6.9,7.0,0.386,18.1,1.8,0.74,2.5,39.0,0.0,ladnewe01,ABA,32.4,3.5,4.3,16.5,SF,0.0,1971-72,3.2,10.5,MMP,0.406
4.3,0.417,10.3,0.8,0.245,3.2,2.0,23.0,0.0,7.4,5.1,0.376,13.6,1.2,0.81,1.5,43.0,0.0,ladnewe01,ABA,27.5,2.5,4.2,12.2,SF,0.0,1971-72,2.1,9.9,CAR,0.405
2.6,0.341,7.6,0.2,0.226,1.0,2.1,24.0,0.0,3.5,2.8,0.327,8.6,1.1,0.753,1.4,52.0,0.0,ladnewe01,ABA,17.9,1.8,3.6,6.9,SF,0.0,1972-73,1.5,5.3,TOT,0.341
2.2,0.292,7.5,0.3,0.267,1.0,2.3,24.0,0.0,3.9,2.5,0.289,8.5,0.7,0.733,1.0,15.0,0.0,ladnewe01,ABA,18.2,2.5,3.6,5.9,SF,0.0,1972-73,1.7,6.4,MMT,0.305
