2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
1.3,0.474,2.7,0,0,0,0.3,22,0.3,1.4,1.3,0.474,2.7,0.6,0.568,1,43,0,abdelal01,NBA,6.7,0.6,0.9,3.1,PF,0.1,1990-91,0.5,2.1,POR,0.474
2.5,0.493,5.1,0,0,0,0.4,23,0.2,2.5,2.5,0.493,5.1,1.1,0.752,1.4,71,1,abdelal01,NBA,13.2,1.1,1.9,6.1,PF,0.4,1991-92,0.9,3.7,POR,0.493
3.3,0.519,6.3,0,0,0,0.4,24,0.3,2.8,3.3,0.518,6.3,1.2,0.759,1.5,75,52,abdelal01,NBA,17.5,1.7,2.5,7.7,PF,0.3,1992-93,1.3,4.5,TOT,0.518
2.2,0.473,4.6,0,0,0.1,0.8,24,0.3,2.1,2.2,0.464,4.7,1,0.75,1.3,12,0,abdelal01,NBA,13.3,1,2,5.3,PF,0.5,1992-93,1.1,3.1,MIL,0.464
3.5,0.525,6.6,0,0,0,0.3,24,0.3,3,3.5,0.525,6.6,1.2,0.76,1.6,63,52,abdelal01,NBA,18.3,1.8,2.6,8.2,PF,0.3,1992-93,1.3,4.8,BOS,0.525
1.8,0.436,4.2,0,0,0,0.2,25,0.2,2.6,1.8,0.436,4.2,1.2,0.64,1.9,13,0,abdelal01,NBA,12.2,0.9,1.5,4.9,PF,0.2,1993-94,1.3,3.5,BOS,0.436
2.2,0.515,4.2,0,0,0,0.2,26,0.2,1.4,2.2,0.511,4.3,0.4,0.571,0.6,54,0,abdelal01,NBA,9.4,0.7,1.9,4.7,PF,0.3,1994-95,0.8,2.1,TOT,0.511
2.3,0.537,4.3,0,0,0,0.3,26,0.2,1.4,2.3,0.532,4.3,0.4,0.571,0.7,51,0,abdelal01,NBA,9.3,0.7,2,5,PF,0.3,1994-95,0.8,2.1,SAC,0.532
0.3,0.091,3.7,0,0,0,0,26,0,1.7,0.3,0.091,3.7,0,0,0,3,0,abdelal01,NBA,10,1,0.7,0.7,PF,0,1994-95,1.7,2.7,PHI,0.091
0,0,0,0,0,0,0.8,22,0,0,2.9,0.369,8,1.4,0.619,2.3,49,0,abdulza01,NBA,19.3,0,2.3,7.3,C,0,1968-69,0,8.3,TOT,0
0,0,0,0,0,0,0.2,22,0,0,0.9,0.419,2.2,0.1,0.286,0.4,20,0,abdulza01,NBA,5.4,0,0.9,1.9,0,0,1968-69,0,1.6,CIN,0
0,0,0,0,0,0,1.1,22,0,0,4.3,0.363,12,2.3,0.642,3.7,29,0,abdulza01,NBA,28.9,0,3.4,11,C,0,1968-69,0,13,MIL,0
0,0,0,0,0,0,0.8,23,0,0,3,0.434,6.8,1.5,0.643,2.3,80,0,abdulza01,NBA,20.5,0,2.1,7.4,PF,0,1969-70,0,7.5,MIL,0
0,0,0,0,0,0,0.7,24,0,0,4.3,0.441,9.8,2.3,0.739,3.1,61,0,abdulza01,NBA,20.9,0,1.9,10.9,C,0,1970-71,0,7.7,SEA,0
0,0,0,0,0,0,2.1,25,0,0,5.6,0.429,12.9,2.7,0.72,3.7,58,0,abdulza01,NBA,30.7,0,3.1,13.8,C,0,1971-72,0,11.3,SEA,0
0,0,0,0,0,0,1.1,26,0,0,3.1,0.397,7.8,2.5,0.735,3.4,48,0,abdulza01,NBA,18.8,0,2.3,8.7,C,0,1972-73,0,6.3,HOU,0
0,0,0,0,0,0,2.1,27,1.3,8.4,4.3,0.459,9.3,2.4,0.804,3,79,0,abdulza01,NBA,31.1,3.3,2.9,10.9,C,1,1973-74,0,11.7,HOU,0
0,0,0,0,0,0,1.3,28,1.1,5.1,3.6,0.437,8.3,2.4,0.783,3.1,65,0,abdulza01,NBA,22.3,2.4,2,9.7,C,0.6,1974-75,0,7.5,HOU,0
0,0,0,0,0,0,0.6,29,0.6,1.7,1.3,0.467,2.8,0.6,0.552,1.1,27,0,abdulza01,NBA,8.3,1.1,1.1,3.2,C,0.3,1975-76,0,2.8,SEA,0
0,0,0,0,0,0,0.3,30,0.4,2.2,1.1,0.338,3.4,1.5,0.767,2,22,0,abdulza01,NBA,8.9,1.9,1,3.8,C,0.1,1976-77,0,4.1,BUF,0
0,0,0,0,0,0,0.6,31,0.2,1.9,1.4,0.383,3.8,1.1,0.739,1.4,16,0,abdulza01,NBA,9.9,1.2,1.8,3.9,PF-C,0.2,1977-78,0.9,3.1,TOT,0
0,0,0,0,0,0,1.5,31,0.5,4.5,1.5,0.231,6.5,1,0.667,1.5,2,0,abdulza01,NBA,12,3,2,4,C,0.5,1977-78,1.5,7.5,BOS,0
0,0,0,0,0,0,0.5,31,0.1,1.6,1.4,0.426,3.4,1.1,0.75,1.4,14,0,abdulza01,NBA,9.6,0.9,1.8,3.9,PF,0.1,1977-78,0.8,2.5,HOU,0
11.4,0.518,22.1,0,0,0,4.1,22,0,0,11.4,0.518,22.1,5.9,0.653,9.1,82,0,abdulka01,NBA,43.1,0,3.5,28.8,C,0,1969-70,0,14.5,MIL,0.518
13,0.577,22.5,0,0,0,3.3,23,0,0,13,0.577,22.5,5.7,0.69,8.3,82,0,abdulka01,NBA,40.1,0,3.2,31.7,C,0,1970-71,0,16,MIL,0.577
14.3,0.574,24.9,0,0,0,4.6,24,0,0,14.3,0.574,24.9,6.2,0.689,9,81,0,abdulka01,NBA,44.2,0,2.9,34.8,C,0,1971-72,0,16.6,MIL,0.574
12.9,0.554,23.3,0,0,0,5,25,0,0,12.9,0.554,23.3,4.3,0.713,6.1,76,0,abdulka01,NBA,42.8,0,2.7,30.2,C,0,1972-73,0,16.1,MIL,0.554
11.7,0.539,21.7,0,0,0,4.8,26,3.5,11,11.7,0.539,21.7,3.6,0.702,5.2,81,0,abdulka01,NBA,43.8,3.5,2.9,27,C,1.4,1973-74,0,14.5,MIL,0.539
12.5,0.513,24.4,0,0,0,4.1,27,3.3,11,12.5,0.513,24.4,5,0.763,6.6,65,0,abdulka01,NBA,42.3,3,3.2,30,C,1,1974-75,0,14,MIL,0.513
11.1,0.529,21.1,0,0,0,5,28,4.1,13.5,11.1,0.529,21.1,5.5,0.703,7.8,82,0,abdulka01,NBA,41.2,3.3,3.6,27.7,C,1.5,1975-76,0,16.9,LAL,0.529
10.8,0.579,18.7,0,0,0,3.9,29,3.2,10,10.8,0.579,18.7,4.6,0.701,6.5,82,0,abdulka01,NBA,36.8,3.2,3.2,26.2,C,1.2,1976-77,0,13.3,LAL,0.579
10.7,0.55,19.4,0,0,0,4.3,30,3,9.9,10.7,0.55,19.4,4.4,0.783,5.6,62,0,abdulka01,NBA,36.5,3,2.9,25.8,C,1.7,1977-78,3.4,12.9,LAL,0.55
9.7,0.577,16.8,0,0,0,5.4,31,4,10.2,9.7,0.577,16.8,4.4,0.736,5.9,80,0,abdulka01,NBA,39.5,2.6,2.9,23.8,C,1,1978-79,3.5,12.8,LAL,0.577
10.2,0.604,16.9,0,0,0,4.5,32,3.4,8.5,10.2,0.604,16.9,4.4,0.765,5.8,82,0,abdulka01,NBA,38.3,2.3,2.6,24.8,C,1,1979-80,3.6,10.8,LAL,0.604
10.5,0.574,18.2,0,0,0,3.4,33,2.9,7.8,10.5,0.574,18.2,5.3,0.766,6.9,80,0,abdulka01,NBA,37.2,2.5,3.1,26.2,C,0.7,1980-81,3.1,10.3,LAL,0.574
9.9,0.58,17.1,0,0,0,3,34,2.7,6.4,9.9,0.579,17.1,4.1,0.706,5.8,76,76,abdulka01,NBA,35.2,2.3,2.9,23.9,C,0.8,1981-82,3,8.7,LAL,0.579
9.1,0.589,15.5,0,0,0,2.5,35,2.2,5.4,9.1,0.588,15.5,3.5,0.749,4.7,79,79,abdulka01,NBA,32.3,2.1,2.8,21.8,C,0.8,1982-83,2.5,7.5,LAL,0.588
9,0.579,15.5,0,0,0,2.6,36,1.8,5.2,9,0.578,15.5,3.6,0.723,4.9,80,80,abdulka01,NBA,32.8,2.1,2.6,21.5,C,0.7,1983-84,2.8,7.3,LAL,0.578
9.2,0.6,15.3,0,0,0,3.2,37,2.1,5.8,9.2,0.599,15.3,3.7,0.732,5,79,79,abdulka01,NBA,33.3,2.1,3,22,C,0.8,1984-85,2.5,7.9,LAL,0.599
9.6,0.565,16.9,0,0,0,3.5,38,1.6,4.4,9.6,0.564,16.9,4.3,0.765,5.6,79,79,abdulka01,NBA,33.3,1.7,3.1,23.4,C,0.8,1985-86,2.6,6.1,LAL,0.564
7.2,0.565,12.7,0,0.333,0,2.6,39,1.2,4.8,7.2,0.564,12.7,3.1,0.714,4.4,78,78,abdulka01,NBA,31.3,1.9,3.1,17.5,C,0.6,1986-87,2.4,6.7,LAL,0.564
6,0.532,11.3,0,0,0,1.7,40,1.2,4.5,6,0.532,11.3,2.6,0.762,3.4,80,80,abdulka01,NBA,28.9,1.5,2.7,14.6,C,0.6,1987-88,2,6,LAL,0.532
4.2,0.477,8.9,0,0,0,1,41,1.1,3.1,4.2,0.475,8.9,1.6,0.739,2.2,74,74,abdulka01,NBA,22.9,1.4,2.6,10.1,C,0.5,1988-89,1.3,4.5,LAL,0.475
5.9,0.432,13.6,0.4,0.24,1.5,3.1,21,0.1,1.3,6.2,0.413,15.1,1.3,0.857,1.5,67,19,abdulma02,NBA,22.5,0.5,2.2,14.1,PG,0.8,1990-91,1.6,1.8,DEN,0.425
