2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
6.2,0.478,12.9,0.3,0.348,1.0,4.1,35.0,2.0,8.9,6.5,0.469,13.8,3.2,0.792,4.0,72.0,72.0,gasolpa01,NBA,31.8,2.2,2.1,16.5,C,0.6,2015-16,2.3,11.0,CHI,0.481
3.9,0.494,7.8,0.9,0.5379999999999999,1.6,2.3,36.0,1.1,6.2,4.7,0.502,9.4,2.0,0.7070000000000001,2.9,64.0,39.0,gasolpa01,NBA,25.4,1.7,1.7,12.4,C,0.4,2016-17,1.3,7.8,SAS,0.5479999999999999
3.2,0.481,6.6,0.6,0.358,1.6,3.1,37.0,1.0,6.4,3.7,0.458,8.1,2.1,0.7559999999999999,2.7,77.0,63.0,gasolpa01,NBA,23.5,1.7,1.6,10.1,C,0.3,2017-18,1.4,8.0,SAS,0.4920000000000001
0.0,0.0,0.0,0.0,0.0,0.0,1.4,29.0,0.0,0.0,1.8,0.281,6.3,1.0,0.622,1.5,64.0,0.0,gatesfr01,NBA,0.0,0.0,2.3,4.5,0,0.0,1949-50,0.0,0.0,AND,0.0
2.2,0.579,3.7,0.0,0.0,0.1,0.3,24.0,0.7,2.0,2.2,0.568,3.8,1.3,0.6609999999999999,2.0,54.0,1.0,gatlich01,NBA,11.3,1.4,1.9,5.7,PF,0.6,1991-92,0.8,3.4,GSW,0.568
3.6,0.546,6.5,0.0,0.0,0.1,0.6,25.0,0.8,2.7,3.6,0.539,6.6,2.1,0.725,3.0,70.0,11.0,gatlich01,NBA,17.8,1.8,2.8,9.3,PF,0.6,1992-93,1.5,4.6,GSW,0.539
3.3,0.589,5.6,0.0,0.0,0.0,0.5,26.0,0.8,3.1,3.3,0.588,5.6,1.6,0.62,2.5,82.0,23.0,gatlich01,NBA,15.8,1.7,2.7,8.2,C,0.5,1993-94,1.0,4.8,GSW,0.588
5.6,0.634,8.8,0.0,0.0,0.0,0.9,27.0,0.9,5.2,5.6,0.633,8.8,2.6,0.5920000000000001,4.3,58.0,22.0,gatlich01,NBA,25.3,2.5,3.2,13.7,PF,0.7,1994-95,2.0,7.6,GSW,0.633
4.6,0.5760000000000001,8.0,0.0,0.0,0.0,0.6,28.0,0.6,4.1,4.6,0.575,8.0,2.0,0.6709999999999999,2.9,71.0,2.0,gatlich01,NBA,20.1,1.8,3.1,11.1,PF,0.5,1995-96,1.3,5.9,TOT,0.575
3.6,0.557,6.5,0.0,0.0,0.0,0.6,28.0,0.6,3.5,3.6,0.555,6.6,1.8,0.636,2.8,47.0,2.0,gatlich01,NBA,18.3,1.7,2.9,9.1,PF,0.4,1995-96,1.3,5.1,GSW,0.555
6.5,0.598,10.8,0.0,0.0,0.0,0.7,28.0,0.5,5.2,6.5,0.598,10.8,2.3,0.733,3.1,24.0,0.0,gatlich01,NBA,23.5,2.1,3.4,15.2,PF,0.7,1995-96,1.5,7.3,MIA,0.598
6.9,0.528,13.1,0.0,0.16699999999999998,0.1,0.6,29.0,0.7,5.0,7.0,0.525,13.3,5.0,0.7170000000000001,7.0,47.0,1.0,gatlich01,NBA,27.3,2.9,2.9,19.0,PF,0.8,1996-97,2.6,7.9,TOT,0.526
7.0,0.537,13.0,0.0,0.16699999999999998,0.1,0.6,29.0,0.7,5.0,7.0,0.5329999999999999,13.2,5.0,0.706,7.1,44.0,1.0,gatlich01,NBA,27.1,2.9,2.8,19.1,PF,0.8,1996-97,2.6,7.9,DAL,0.534
6.0,0.419,14.3,0.0,0.0,0.0,1.0,29.0,0.0,4.7,6.0,0.419,14.3,5.0,0.938,5.3,3.0,0.0,gatlich01,NBA,30.7,2.7,4.3,17.0,PF,1.3,1996-97,2.0,7.3,NJN,0.419
4.3,0.457,9.5,0.0,0.25,0.1,0.9,30.0,0.5,3.8,4.4,0.455,9.6,2.8,0.6,4.6,57.0,16.0,gatlich01,NBA,23.8,2.1,2.7,11.5,PF,0.9,1997-98,1.7,5.9,NJN,0.456
