,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
0,0.8,0.511,1.5,0.2,0.233,1.0,0.5,24.0,0.1,1.0,1.0,0.4,2.5,0.8,0.852,0.9,30.0,3.0,mcclesh01,NBA,9.6,0.1,0.6,3.0,SG,0.3,2016-17,0.2,1.1,WAS,0.447
0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,22.0,0.0,0.5,0.6,0.43200000000000005,1.5,0.3,0.588,0.6,30.0,0.0,macalmi01,NBA,3.7,0.3,1.0,1.6,SF,0.2,1973-74,0.0,0.8,BUF,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,5.2,0.39799999999999996,13.2,5.7,0.718,7.9,67.0,0.0,macaued01,NBA,0.0,0.0,3.3,16.1,0,0.0,1949-50,0.0,0.0,STB,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,3.7,22.0,0.0,0.0,6.8,0.466,14.5,6.9,0.759,9.0,68.0,0.0,macaued01,NBA,0.0,0.0,3.0,20.4,0,0.0,1950-51,0.0,9.1,BOS,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,3.5,23.0,0.0,0.0,5.8,0.43200000000000005,13.5,7.5,0.799,9.4,66.0,0.0,macaued01,NBA,39.9,0.0,2.6,19.2,C,0.0,1951-52,0.0,8.0,BOS,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,4.1,24.0,0.0,0.0,6.5,0.452,14.4,7.2,0.75,9.7,69.0,0.0,macaued01,NBA,42.1,0.0,2.7,20.3,C,0.0,1952-53,0.0,9.1,BOS,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,3.8,25.0,0.0,0.0,6.5,0.486,13.4,5.9,0.758,7.8,71.0,0.0,macaued01,NBA,39.3,0.0,2.4,18.9,C,0.0,1953-54,0.0,8.0,BOS,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,3.9,26.0,0.0,0.0,5.7,0.424,13.4,6.2,0.792,7.9,71.0,0.0,macaued01,NBA,38.1,0.0,2.4,17.6,C,0.0,1954-55,0.0,8.5,BOS,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,5.9,0.42200000000000004,14.0,5.6,0.794,7.1,71.0,0.0,macaued01,NBA,33.2,0.0,2.2,17.5,C,0.0,1955-56,0.0,5.9,BOS,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,2.8,28.0,0.0,0.0,5.8,0.419,13.7,5.0,0.7490000000000001,6.7,72.0,0.0,macaued01,NBA,35.9,0.0,2.9,16.5,PF,0.0,1956-57,0.0,6.1,STL,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,0.0,5.2,0.428,12.2,3.7,0.7240000000000001,5.1,72.0,0.0,macaued01,NBA,26.5,0.0,2.2,14.2,C,0.0,1957-58,0.0,6.6,STL,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,30.0,0.0,0.0,1.6,0.293,5.4,1.5,0.6,2.5,14.0,0.0,macaued01,NBA,14.0,0.0,1.4,4.6,C,0.0,1958-59,0.0,2.9,STL,0.0
0,1.6,0.5529999999999999,2.9,0.0,0.0,0.0,0.2,24.0,0.7,1.8,1.6,0.5529999999999999,2.9,0.5,0.519,1.0,56.0,6.0,maccuto01,NBA,9.4,0.9,1.7,3.7,C,0.2,1999-00,0.5,2.6,PHI,0.5529999999999999
1,1.7,0.589,2.9,0.0,0.0,0.0,0.2,25.0,0.3,1.6,1.7,0.589,2.9,0.7,0.636,1.0,63.0,3.0,maccuto01,NBA,9.5,1.1,1.5,4.1,C,0.1,2000-01,0.4,2.7,PHI,0.589
2,4.0,0.531,7.5,0.0,0.0,0.0,1.3,26.0,1.4,3.6,4.0,0.531,7.5,1.8,0.6709999999999999,2.6,62.0,61.0,maccuto01,NBA,24.2,2.5,2.9,9.7,C,0.4,2001-02,1.1,6.1,NJN,0.531
3,2.9,0.517,5.7,0.0,0.0,0.0,0.5,27.0,0.8,3.1,2.9,0.517,5.7,1.3,0.6709999999999999,1.9,42.0,35.0,maccuto01,NBA,19.3,1.6,2.5,7.1,C,0.5,2002-03,0.8,4.7,PHI,0.517
0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,24.0,0.0,0.0,0.3,0.16699999999999998,2.0,0.7,0.5710000000000001,1.2,6.0,0.0,macgiro01,NBA,9.5,0.0,0.8,1.3,PG,0.0,1954-55,0.0,1.5,MLH,0.0
0,0.5,0.6,0.8,0.0,0.0,0.2,1.0,22.0,0.0,0.2,0.5,0.5,1.0,0.3,1.0,0.3,6.0,0.0,machasc01,NBA,3.5,0.0,0.0,1.3,PG,0.3,2012-13,1.3,0.2,HOU,0.5
0,0.6,0.379,1.5,0.2,0.25,0.6,0.3,26.0,0.0,0.4,0.7,0.341,2.2,0.7,0.867,0.8,19.0,0.0,macijar01,NBA,7.1,0.2,0.5,2.3,SG,0.4,2005-06,0.4,0.5,NOK,0.37799999999999995
0,2.0,0.505,3.9,0.0,0.0,0.1,1.1,22.0,0.1,0.8,2.0,0.49200000000000005,4.0,0.8,0.745,1.0,50.0,0.0,mackol01,NBA,13.6,0.6,1.0,4.7,SG,0.5,1979-80,0.7,1.4,TOT,0.49200000000000005
1,0.8,0.429,1.8,0.0,0.0,0.0,0.7,22.0,0.0,0.6,0.8,0.42,1.9,0.3,0.5,0.7,27.0,0.0,mackol01,NBA,5.7,0.3,0.6,1.9,SG,0.1,1979-80,0.3,0.8,LAL,0.42
2,3.3,0.531,6.3,0.0,0.0,0.2,1.4,22.0,0.1,1.0,3.3,0.517,6.5,1.3,0.879,1.4,23.0,0.0,mackol01,NBA,22.9,1.1,1.5,8.0,SG,0.9,1979-80,1.1,2.1,CHI,0.517
3,4.3,0.467,9.2,0.0,0.0,0.1,2.5,23.0,0.1,2.1,4.3,0.46,9.3,1.2,0.64,1.9,65.0,0.0,mackol01,NBA,25.9,1.4,1.8,9.8,SG,0.9,1980-81,1.1,3.5,TOT,0.46
