,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,33.0,0.0,0.0,0.8,0.26,3.2,0.4,0.5,0.9,30.0,0.0,fabeljo01,BAA,0.0,0.0,2.1,2.1,0,0.0,1946-47,0.0,0.0,PIT,0.0
0,0.8,0.258,3.0,0.0,0.0,0.0,0.4,22.0,0.0,0.0,0.8,0.258,3.0,0.5,0.7,0.7,30.0,0.0,faircjo01,NBA,5.7,0.0,1.1,2.0,SF,0.0,1965-66,0.0,1.5,LAL,0.258
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,faircjo01,0,0.0,0.0,0.0,0.0,0,0.0,1966-67,0.0,0.0,Did Not Play,0.0
2,4.4,0.43799999999999994,9.9,0.0,0.25,0.1,1.0,24.0,0.0,0.0,4.4,0.43700000000000006,10.0,2.2,0.675,3.2,62.0,0.0,faircjo01,ABA,21.1,0.0,2.5,10.9,SF,0.0,1967-68,1.7,5.4,ANA,0.43799999999999994
3,1.6,0.389,4.2,0.2,0.345,0.5,0.6,25.0,0.0,1.3,1.8,0.384,4.7,1.4,0.701,2.0,63.0,0.0,faircjo01,ABA,11.4,0.8,1.6,5.2,SF,0.0,1968-69,1.2,2.0,TOT,0.401
4,1.1,0.353,3.1,0.0,0.0,0.0,0.8,25.0,0.0,1.0,1.1,0.353,3.1,1.5,0.667,2.2,11.0,0.0,faircjo01,ABA,12.3,0.6,0.7,3.6,SF,0.0,1968-69,1.4,1.6,DNR,0.353
5,1.8,0.39399999999999996,4.4,0.2,0.345,0.6,0.5,25.0,0.0,1.3,1.9,0.38799999999999996,5.0,1.4,0.7090000000000001,2.0,52.0,0.0,faircjo01,ABA,11.2,0.8,1.7,5.5,SF,0.0,1968-69,1.1,2.1,INA,0.408
6,0.4,0.222,1.8,0.3,0.6,0.5,0.4,26.0,0.0,1.1,0.7,0.304,2.3,0.5,0.5,1.0,10.0,0.0,faircjo01,ABA,7.8,0.6,1.8,2.2,SF,0.0,1969-70,0.8,1.7,TOT,0.37
7,0.3,0.16699999999999998,2.0,0.0,0.0,0.0,0.7,26.0,0.0,2.7,0.3,0.16699999999999998,2.0,0.3,0.5,0.7,3.0,0.0,faircjo01,ABA,8.7,0.3,2.7,1.0,SF,0.0,1969-70,0.3,3.0,INA,0.16699999999999998
8,0.4,0.25,1.7,0.4,0.6,0.7,0.3,26.0,0.0,0.4,0.9,0.353,2.4,0.6,0.5,1.1,7.0,0.0,faircjo01,ABA,7.4,0.7,1.4,2.7,SF,0.0,1969-70,1.0,1.1,KEN,0.441
0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,24.0,0.0,0.0,1.0,0.307,3.4,1.1,0.679,1.7,48.0,0.0,farbmph01,BAA,0.0,0.0,1.8,3.2,0,0.0,1948-49,0.0,0.0,TOT,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,24.0,0.0,0.0,1.1,0.341,3.1,0.9,0.581,1.6,27.0,0.0,farbmph01,BAA,0.0,0.0,1.9,3.1,0,0.0,1948-49,0.0,0.0,PHW,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,24.0,0.0,0.0,1.0,0.26899999999999996,3.7,1.4,0.789,1.8,21.0,0.0,farbmph01,BAA,0.0,0.0,1.7,3.4,0,0.0,1948-49,0.0,0.0,BOS,0.0
