,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
0,0.9,0.39399999999999996,2.2,0.0,0.0,0.1,0.6,22.0,0.0,0.6,0.9,0.377,2.3,0.4,0.8,0.5,30.0,0.0,obannch01,NBA,7.8,0.5,0.5,2.1,SG,0.3,1997-98,0.3,1.1,DET,0.377
1,1.3,0.436,3.1,0.0,0.0,0.1,0.7,23.0,0.2,0.9,1.3,0.429,3.1,0.4,1.0,0.4,18.0,1.0,obannch01,NBA,9.2,1.0,1.2,3.1,SG,0.1,1998-99,0.4,1.9,DET,0.429
0,2.3,0.424,5.4,0.2,0.179,0.9,1.0,23.0,0.2,1.6,2.4,0.39,6.3,1.2,0.713,1.7,64.0,29.0,obanned01,NBA,19.6,1.0,1.5,6.2,SG,0.7,1995-96,1.0,2.6,NJN,0.40299999999999997
1,1.2,0.359,3.3,0.3,0.257,1.1,0.6,24.0,0.2,1.5,1.5,0.33299999999999996,4.4,0.5,0.8859999999999999,0.5,64.0,5.0,obanned01,NBA,12.6,0.8,1.5,3.7,SF,0.5,1996-97,0.3,2.3,TOT,0.366
2,1.3,0.401,3.3,0.4,0.28300000000000003,1.3,0.6,24.0,0.2,1.6,1.7,0.36700000000000005,4.6,0.4,0.87,0.5,45.0,5.0,obanned01,NBA,14.1,0.9,1.7,4.2,SF,0.5,1996-97,0.3,2.5,NJN,0.408
3,0.8,0.258,3.3,0.1,0.1,0.5,0.6,24.0,0.1,1.4,0.9,0.23600000000000002,3.8,0.6,0.917,0.6,19.0,0.0,obanned01,NBA,9.2,0.5,1.0,2.4,SF,0.3,1996-97,0.3,1.9,DAL,0.243
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,1.6,0.308,5.2,1.0,0.7140000000000001,1.4,5.0,0.0,oboyljo01,NBA,19.4,0.0,4.0,4.2,SG,0.0,1952-53,0.0,2.0,MLH,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.8,0.21,3.7,0.7,0.5770000000000001,1.2,22.0,0.0,obriebo01,BAA,0.0,0.0,1.8,2.2,0,0.0,1947-48,0.0,0.0,PHW,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,22.0,0.0,0.0,0.4,0.2,2.1,0.5,0.375,1.3,24.0,0.0,obriebo01,BAA,0.0,0.0,1.3,1.3,0,0.0,1948-49,0.0,0.0,TOT,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,22.0,0.0,0.0,0.3,0.156,2.0,0.3,0.35700000000000004,0.9,16.0,0.0,obriebo01,BAA,0.0,0.0,1.3,0.9,0,0.0,1948-49,0.0,0.0,PHW,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,22.0,0.0,0.0,0.6,0.278,2.3,0.9,0.389,2.3,8.0,0.0,obriebo01,BAA,0.0,0.0,1.4,2.1,0,0.0,1948-49,0.0,0.0,STB,0.0
0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,23.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,obriejj01,NBA,3.0,0.0,0.5,0.0,SF,0.5,2015-16,0.0,0.5,UTA,0.0
0,1.4,0.455,3.0,0.0,0.0,0.4,0.5,22.0,0.3,0.4,1.4,0.405,3.4,0.8,0.6,1.4,11.0,0.0,obrieji02,ABA,4.9,1.2,0.5,3.5,SF,0.3,1973-74,0.7,1.5,NYA,0.405
1,1.7,0.46299999999999997,3.8,0.1,0.231,0.6,1.7,23.0,0.5,1.6,1.9,0.433,4.3,1.0,0.7829999999999999,1.3,47.0,0.0,obrieji02,ABA,13.0,1.0,1.2,4.9,SF,0.8,1974-75,1.6,2.6,MMS,0.44799999999999995
0,2.0,0.41100000000000003,4.8,0.1,0.21899999999999997,0.4,4.4,21.0,0.0,1.8,2.1,0.397,5.2,0.8,0.813,1.0,84.0,0.0,obrieji01,ABA,21.2,0.7,2.3,5.0,PG,0.0,1971-72,1.8,2.5,TOT,0.405
1,1.7,0.425,4.1,0.2,0.33299999999999996,0.5,4.1,21.0,0.0,1.1,1.9,0.415,4.6,0.6,0.7859999999999999,0.8,18.0,0.0,obrieji01,ABA,19.7,0.7,2.1,4.6,PG,0.0,1971-72,2.1,1.8,PTC,0.433
2,2.0,0.408,5.0,0.1,0.174,0.3,4.5,21.0,0.0,1.9,2.1,0.39299999999999996,5.4,0.8,0.818,1.0,66.0,0.0,obrieji01,ABA,21.6,0.7,2.3,5.1,PG,0.0,1971-72,1.7,2.6,KEN,0.39799999999999996
