,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
7,5.1,0.39899999999999997,12.7,1.9,0.33399999999999996,5.5,1.9,27.0,0.0,0.0,6.9,0.379,18.2,4.2,0.74,5.6,74.0,0.0,vaughch01,ABA,38.6,0.0,2.7,19.9,SG,0.0,1967-68,2.3,4.0,PTP,0.43
8,3.9,0.41700000000000004,9.4,2.1,0.27699999999999997,7.6,1.6,28.0,0.0,1.8,6.0,0.355,17.0,3.7,0.769,4.8,69.0,0.0,vaughch01,ABA,33.3,0.6,2.6,17.8,SG,0.0,1968-69,2.2,2.4,MNP,0.41700000000000004
9,2.0,0.429,4.7,1.1,0.293,3.9,1.0,29.0,0.0,0.5,3.1,0.36700000000000005,8.6,2.3,0.6859999999999999,3.3,21.0,0.0,vaughch01,ABA,19.1,0.8,2.5,9.7,SG,0.0,1969-70,1.1,1.3,PTP,0.433
0,5.1,0.424,12.0,0.0,0.0,0.0,1.6,22.0,1.5,7.4,5.1,0.423,12.0,1.5,0.546,2.8,83.0,0.0,vaughda01,ABA,30.2,3.3,3.3,11.7,C,1.0,1974-75,2.3,10.8,VIR,0.423
1,1.2,0.364,3.3,0.0,0.0,0.0,0.3,23.0,0.2,1.1,1.2,0.364,3.3,0.5,0.625,0.8,10.0,0.0,vaughda01,ABA,8.6,0.8,1.5,2.9,C,0.0,1975-76,0.5,1.9,VIR,0.364
0,0.8,0.342,2.4,0.0,0.0,0.0,0.2,22.0,0.5,1.4,0.8,0.33799999999999997,2.4,0.3,0.556,0.5,33.0,0.0,vaughda02,NBA,8.1,1.0,2.1,1.9,PF,0.2,1995-96,0.5,2.4,ORL,0.33799999999999997
1,0.9,0.431,2.1,0.0,0.0,0.0,0.2,23.0,0.4,1.7,0.9,0.431,2.1,0.5,0.633,0.9,35.0,6.0,vaughda02,NBA,8.5,1.0,1.2,2.3,PF,0.2,1996-97,0.8,2.7,ORL,0.431
2,1.7,0.449,3.7,0.0,0.0,0.0,0.5,24.0,0.3,2.5,1.7,0.446,3.7,0.8,0.638,1.2,40.0,2.0,vaughda02,NBA,12.2,1.3,2.1,4.1,PF,0.4,1997-98,1.0,3.8,TOT,0.446
3,2.1,0.40700000000000003,5.1,0.0,0.0,0.0,0.8,24.0,0.3,3.1,2.1,0.40399999999999997,5.2,1.0,0.647,1.5,22.0,0.0,vaughda02,NBA,14.6,1.5,2.2,5.2,PF,0.5,1997-98,1.4,4.6,GSW,0.40399999999999997
4,0.3,1.0,0.3,0.0,0.0,0.0,0.0,24.0,0.0,0.3,0.3,1.0,0.3,0.7,0.5,1.3,3.0,0.0,vaughda02,NBA,2.0,0.0,0.3,1.3,PF,0.0,1997-98,0.0,0.3,CHI,1.0
