,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
0,3.9,0.447,8.7,0.1,0.225,0.5,1.5,22.0,0.1,1.0,4.0,0.434,9.2,3.4,0.7859999999999999,4.3,80.0,6.0,eacklle01,NBA,18.2,1.3,2.0,11.5,SG,0.5,1988-89,1.6,2.3,WSB,0.441
1,5.1,0.447,11.3,0.2,0.322,0.8,2.3,23.0,0.1,1.3,5.3,0.439,12.1,2.7,0.75,3.6,78.0,8.0,eacklle01,NBA,21.7,0.9,2.0,13.5,SG,0.6,1989-90,1.8,2.2,WSB,0.449
2,4.9,0.47100000000000003,10.5,0.2,0.237,0.9,2.0,24.0,0.1,1.2,5.1,0.45299999999999996,11.4,2.4,0.7390000000000001,3.3,67.0,17.0,eacklle01,NBA,24.1,0.7,1.8,13.0,SG,0.7,1990-91,1.7,1.9,WSB,0.462
3,5.4,0.48100000000000004,11.1,0.1,0.2,0.5,1.9,25.0,0.1,2.1,5.5,0.46799999999999997,11.7,2.1,0.743,2.9,65.0,25.0,eacklle01,NBA,22.5,0.6,2.2,13.2,SG,0.7,1991-92,1.2,2.7,WSB,0.47200000000000003
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eacklle01,0,0.0,0.0,0.0,0.0,0,0.0,1992-93,0.0,0.0,Did Not Play (other pro league—CBA),0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eacklle01,0,0.0,0.0,0.0,0.0,0,0.0,1993-94,0.0,0.0,Did Not Play,0.0
6,2.3,0.439,5.3,0.3,0.439,0.8,1.3,28.0,0.0,1.1,2.6,0.439,6.0,1.7,0.722,2.3,54.0,6.0,eacklle01,NBA,16.6,0.6,1.6,7.3,SG,0.4,1994-95,1.0,1.8,MIA,0.466
7,1.9,0.43,4.5,1.0,0.42200000000000004,2.3,1.6,29.0,0.1,1.9,2.9,0.42700000000000005,6.9,1.8,0.831,2.1,55.0,26.0,eacklle01,NBA,22.5,0.8,1.5,8.6,SG,0.5,1995-96,1.0,2.7,WSB,0.499
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eacklle01,0,0.0,0.0,0.0,0.0,0,0.0,1996-97,0.0,0.0,Did Not Play (other pro league—Israel),0.0
9,1.4,0.457,3.1,0.4,0.348,1.1,0.4,31.0,0.0,1.2,1.8,0.429,4.2,1.2,0.8809999999999999,1.4,42.0,0.0,eacklle01,NBA,13.0,0.6,1.0,5.2,SG,0.4,1997-98,0.7,1.8,WAS,0.474
