2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
1.3,0.667,2.0,0.3,0.25,1.3,0.3,20.0,0.0,0.7,1.7,0.5,3.3,0.7,1.0,0.7,3.0,0.0,youngko01,NBA,5.0,0.7,1.0,4.3,SF,0.0,1998-99,0.3,1.3,DET,0.55
1.0,0.4,2.5,0.0,0.0,0.5,0.0,24.0,0.0,0.5,1.0,0.333,3.0,0.0,0.0,0.0,2.0,0.0,youngmi01,NBA,5.5,0.5,0.0,2.0,SF,0.0,1984-85,0.0,1.0,PHO,0.333
0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,youngmi01,NBA,1.0,0.0,0.0,0.0,SF,0.0,1985-86,0.0,0.0,PHI,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,youngmi01,0,0.0,0.0,0.0,0.0,0,0.0,1986-87,0.0,0.0,Did Not PlayÂ (other pro leagueâPhilippines),0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,youngmi01,0,0.0,0.0,0.0,0.0,0,0.0,1987-88,0.0,0.0,Did Not PlayÂ (other pro leagueâSpain),0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,youngmi01,0,0.0,0.0,0.0,0.0,0,0.0,1988-89,0.0,0.0,"Did Not PlayÂ (other pro leagueâSpain, Italy)",0.0
1.9,0.5,3.7,0.2,0.308,0.6,0.5,29.0,0.1,1.1,2.0,0.474,4.3,0.6,0.711,0.8,45.0,2.0,youngmi01,NBA,10.2,0.8,1.0,4.9,SF,0.6,1989-90,0.3,1.9,LAC,0.495
2.3,0.45,5.0,0.5,0.4,1.3,0.8,22.0,0.1,1.2,2.8,0.439,6.4,1.3,0.815,1.7,75.0,2.0,youngni01,NBA,15.4,0.3,1.7,7.5,SG,0.5,2007-08,1.3,1.5,WAS,0.481
3.4,0.473,7.2,0.7,0.341,2.0,1.2,23.0,0.2,1.5,4.1,0.444,9.2,2.0,0.85,2.4,82.0,5.0,youngni01,NBA,22.4,0.4,1.7,10.9,SG,0.5,2008-09,1.1,1.8,WAS,0.481
2.2,0.423,5.2,0.9,0.406,2.3,0.6,24.0,0.1,1.1,3.1,0.418,7.5,1.4,0.8,1.8,74.0,23.0,youngni01,NBA,19.2,0.3,2.0,8.6,SG,0.4,2009-10,0.8,1.4,WAS,0.479
4.8,0.462,10.4,1.6,0.387,4.2,1.2,25.0,0.3,2.3,6.4,0.441,14.6,2.9,0.816,3.6,64.0,40.0,youngni01,NBA,31.8,0.4,2.3,17.4,SG,0.7,2010-11,1.4,2.7,WAS,0.4970000000000001
