2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
0.2,0.308,0.7,0.1,0.105,1.1,0.1,22.0,0.8,0.9,0.3,0.188,1.8,0.4,0.667,0.7,18.0,0.0,qizh01,NBA,6.9,0.3,0.8,1.2,C,0.1,2017-18,0.6,1.2,HOU,0.219
0.5,0.5,1.0,0.3,0.385,0.8,0.7,22.0,0.2,0.6,0.8,0.448,1.8,0.0,0.0,0.2,16.0,0.0,quartti01,NBA,5.0,0.3,0.4,1.9,SG,0.1,2016-17,0.7,0.9,POR,0.534
0.3,1.0,0.3,0.0,0.0,0.7,0.3,23.0,0.0,1.0,0.3,0.333,1.0,0.7,1.0,0.7,3.0,0.0,quartti01,NBA,4.3,0.0,0.3,1.3,SG,0.0,2017-18,0.7,1.0,HOU,0.333
1.1,0.411,2.6,0.0,0.0,0.0,0.4,22.0,0.0,0.0,1.1,0.411,2.6,1.0,0.614,1.6,28.0,0.0,quickbo01,NBA,5.5,0.0,0.5,3.1,SF,0.0,1968-69,0.0,0.9,BAL,0.411
1.9,0.453,4.1,0.0,0.0,0.0,0.4,23.0,0.0,0.0,1.9,0.453,4.1,1.4,0.69,2.1,34.0,0.0,quickbo01,NBA,10.7,0.0,1.5,5.1,SF,0.0,1969-70,0.0,2.2,TOT,0.453
0.9,0.5,1.9,0.0,0.0,0.0,0.2,23.0,0.0,0.0,0.9,0.5,1.9,0.8,0.667,1.2,15.0,0.0,quickbo01,NBA,4.5,0.0,0.6,2.7,SF,0.0,1969-70,0.0,0.8,BAL,0.5
2.6,0.441,5.8,0.0,0.0,0.0,0.6,23.0,0.0,0.0,2.6,0.441,5.8,1.9,0.698,2.8,19.0,0.0,quickbo01,NBA,15.6,0.0,2.2,7.1,SF,0.0,1969-70,0.0,3.3,DET,0.441
2.8,0.455,6.1,0.0,0.0,0.0,1.0,24.0,0.0,0.0,2.8,0.455,6.1,2.5,0.784,3.1,56.0,0.0,quickbo01,NBA,20.5,0.0,2.5,8.0,SF,0.0,1970-71,0.0,4.1,DET,0.455
2.0,0.485,4.0,0.0,0.0,0.0,0.5,25.0,0.0,2.5,2.0,0.485,4.0,1.8,0.8,2.3,24.0,0.0,quickbo01,TOT,10.9,0.3,1.6,5.8,SF,0.0,1971-72,0.2,2.7,TOT,0.485
2.2,0.476,4.6,0.0,0.0,0.0,0.6,25.0,0.0,0.0,2.2,0.476,4.6,1.9,0.7559999999999999,2.5,18.0,0.0,quickbo01,NBA,11.3,0.0,1.6,6.2,SF,0.0,1971-72,0.0,2.8,DET,0.476
1.3,0.5329999999999999,2.5,0.0,0.0,0.0,0.2,25.0,0.0,1.3,1.3,0.5329999999999999,2.5,1.7,1.0,1.7,6.0,0.0,quickbo01,ABA,9.5,1.0,1.5,4.3,SF,0.0,1971-72,0.7,2.3,DLC,0.5329999999999999
0.7,0.378,1.8,0.5,0.35100000000000003,1.4,1.5,23.0,0.0,0.6,1.1,0.366,3.1,0.6,0.6759999999999999,0.9,42.0,1.0,quinnch01,NBA,9.7,0.1,0.8,3.4,PG,0.4,2006-07,0.5,0.7,MIA,0.443
