,G,Opponent,Home_away,Tm,Opp
0,1,Chicago Bulls,0,123,104
1,2,Chicago Bulls,0,135,131
2,3,Chicago Bulls,1,122,104
4,4,Atlanta Hawks,0,103,91
5,5,Atlanta Hawks,0,119,108
6,6,Atlanta Hawks,1,111,107
7,7,Atlanta Hawks,1,94,106
8,8,Atlanta Hawks,0,132,99
10,9,Milwaukee Bucks,0,128,96
11,10,Milwaukee Bucks,0,122,111
12,11,Milwaukee Bucks,1,111,107
13,12,Milwaukee Bucks,1,111,98
15,13,Houston Rockets,0,112,100
16,14,Houston Rockets,0,117,95
17,15,Houston Rockets,1,104,106
18,16,Houston Rockets,1,106,103
19,17,Houston Rockets,1,96,111
20,18,Houston Rockets,0,114,97
