,G,Opponent,Home_away,Tm,Opp
0,1,Buffalo Braves,0,107,97
1,2,Buffalo Braves,1,105,115
2,3,Buffalo Braves,0,120,107
3,4,Buffalo Braves,1,102,104
4,5,Buffalo Braves,0,100,97
5,6,Buffalo Braves,1,106,104
7,7,New York Knicks,0,113,88
8,8,New York Knicks,1,111,99
9,9,New York Knicks,0,100,103
10,10,New York Knicks,1,98,91
11,11,New York Knicks,0,105,94
13,12,Milwaukee Bucks,1,98,83
14,13,Milwaukee Bucks,1,96,105
15,14,Milwaukee Bucks,0,95,83
16,15,Milwaukee Bucks,0,89,97
17,16,Milwaukee Bucks,1,96,87
18,17,Milwaukee Bucks,0,101,102
19,18,Milwaukee Bucks,1,102,87
