,G,Opponent,Home_away,Tm,Opp
0,1,Cleveland Cavaliers,0,126,123
1,2,Cleveland Cavaliers,0,108,106
2,3,Cleveland Cavaliers,1,98,105
3,4,Cleveland Cavaliers,1,117,115
5,5,Detroit Pistons,0,133,99
6,6,Detroit Pistons,0,121,114
7,7,Detroit Pistons,1,117,125
8,8,Detroit Pistons,1,99,102
9,9,Detroit Pistons,0,130,123
10,10,Detroit Pistons,1,123,113
12,11,Philadelphia 76ers,0,108,93
13,12,Philadelphia 76ers,0,106,98
14,13,Philadelphia 76ers,1,105,94
15,14,Philadelphia 76ers,1,104,115
16,15,Philadelphia 76ers,0,102,100
18,16,Los Angeles Lakers,0,148,114
19,17,Los Angeles Lakers,0,102,109
20,18,Los Angeles Lakers,1,111,136
21,19,Los Angeles Lakers,1,107,105
22,20,Los Angeles Lakers,1,111,120
23,21,Los Angeles Lakers,0,100,111
