,G,Opponent,Home_away,Tm,Opp
0,1,Chicago Bulls,0,121,109
1,2,Chicago Bulls,0,106,97
2,3,Chicago Bulls,1,113,107
3,4,Chicago Bulls,1,109,103
5,5,Philadelphia 76ers,0,104,105
6,6,Philadelphia 76ers,0,118,99
7,7,Philadelphia 76ers,1,100,110
8,8,Philadelphia 76ers,1,105,107
9,9,Philadelphia 76ers,0,111,109
10,10,Philadelphia 76ers,1,100,98
11,11,Philadelphia 76ers,0,91,90
13,12,Houston Rockets,0,98,95
14,13,Houston Rockets,0,90,92
15,14,Houston Rockets,1,94,71
16,15,Houston Rockets,1,86,91
17,16,Houston Rockets,0,109,80
18,17,Houston Rockets,1,102,91
