,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
42,41,9,2016-01-20,25-044,CHI,,GSW,L (-31),0,3:53,0,1,.000,0,0,,0,0,,1,1,2,0,0,1,1,1,0,-0.4,-7
43,42,,2016-01-22,25-046,CHI,@,BOS,L (-9),Did Not Play,,,,,,,,,,,,,,,,,,,,,
44,43,,2016-01-23,25-047,CHI,@,CLE,W (+13),Did Not Play,,,,,,,,,,,,,,,,,,,,,
45,44,,2016-01-25,25-049,CHI,,MIA,L (-5),Did Not Play,,,,,,,,,,,,,,,,,,,,,
46,45,10,2016-01-28,25-052,CHI,@,LAL,W (+23),0,4:29,1,1,1.000,0,0,,0,0,,0,2,2,1,0,0,1,2,2,1.2,+3
47,46,11,2016-01-31,25-055,CHI,@,LAC,L (-27),0,3:49,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-0.1,-11
48,47,,2016-02-01,25-056,CHI,@,UTA,L (-9),Did Not Play,,,,,,,,,,,,,,,,,,,,,
49,48,,2016-02-03,25-058,CHI,@,SAC,W (+5),Did Not Play,,,,,,,,,,,,,,,,,,,,,
50,49,12,2016-02-05,25-060,CHI,@,DEN,L (-5),1,10:25,1,4,.250,0,1,.000,2,2,1.000,0,4,4,1,0,0,0,5,4,1.5,+5
51,50,,2016-02-06,25-061,CHI,@,MIN,L (-7),Did Not Play,,,,,,,,,,,,,,,,,,,,,
52,51,13,2016-02-08,25-063,CHI,@,CHO,L (-17),0,18:33,2,8,.250,0,1,.000,2,2,1.000,0,2,2,2,0,2,0,2,6,3.8,+3
53,52,14,2016-02-10,25-065,CHI,,ATL,L (-23),0,14:13,0,4,.000,0,0,,0,0,,0,3,3,1,1,0,0,1,0,-0.6,-13
54,53,15,2016-02-18,25-073,CHI,@,CLE,L (-11),0,3:30,0,1,.000,0,0,,2,2,1.000,0,0,0,0,0,0,1,0,2,0.3,+4
55,54,,2016-02-19,25-074,CHI,,TOR,W (+10),Did Not Play,,,,,,,,,,,,,,,,,,,,,
56,55,,2016-02-21,25-076,CHI,,LAL,W (+11),Did Not Play,,,,,,,,,,,,,,,,,,,,,
57,56,,2016-02-24,25-079,CHI,,WAS,W (+5),Did Not Play,,,,,,,,,,,,,,,,,,,,,
58,57,16,2016-02-26,25-081,CHI,@,ATL,L (-15),0,2:29,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,1,1,3,2.0,+2
59,58,,2016-02-27,25-082,CHI,,POR,L (-8),Did Not Play,,,,,,,,,,,,,,,,,,,,,
60,59,17,2016-03-01,25-085,CHI,@,MIA,L (-18),0,1:15,0,0,,0,0,,1,2,.500,0,1,1,0,0,0,0,0,1,0.9,+2
61,60,18,2016-03-02,25-086,CHI,@,ORL,L (-13),1,10:08,4,5,.800,0,0,,0,0,,0,2,2,0,0,0,0,2,8,5.9,-4
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
63,61,,2016-03-05,25-089,CHI,,HOU,W (+8),Inactive,,,,,,,,,,,,,,,,,,,,,
64,62,,2016-03-07,25-091,CHI,,MIL,W (+10),Inactive,,,,,,,,,,,,,,,,,,,,,
65,63,,2016-03-10,25-094,CHI,@,SAS,L (-8),Inactive,,,,,,,,,,,,,,,,,,,,,
66,64,,2016-03-11,25-095,CHI,,MIA,L (-22),Inactive,,,,,,,,,,,,,,,,,,,,,
67,65,,2016-03-14,25-098,CHI,@,TOR,W (+2),Did Not Play,,,,,,,,,,,,,,,,,,,,,
68,66,,2016-03-16,25-100,CHI,@,WAS,L (-21),Did Not Play,,,,,,,,,,,,,,,,,,,,,
69,67,,2016-03-17,25-101,CHI,,BRK,W (+16),Did Not Play,,,,,,,,,,,,,,,,,,,,,
70,68,,2016-03-19,25-103,CHI,,UTA,W (+7),Did Not Play,,,,,,,,,,,,,,,,,,,,,
71,69,,2016-03-21,25-105,CHI,,SAC,W (+7),Inactive,,,,,,,,,,,,,,,,,,,,,
72,70,,2016-03-23,25-107,CHI,,NYK,L (-8),Inactive,,,,,,,,,,,,,,,,,,,,,
73,71,,2016-03-24,25-108,CHI,@,NYK,L (-12),Inactive,,,,,,,,,,,,,,,,,,,,,
74,72,,2016-03-26,25-110,CHI,@,ORL,L (-22),Inactive,,,,,,,,,,,,,,,,,,,,,
75,73,,2016-03-28,25-112,CHI,,ATL,L (-2),Inactive,,,,,,,,,,,,,,,,,,,,,
76,74,,2016-03-29,25-113,CHI,@,IND,W (+2),Inactive,,,,,,,,,,,,,,,,,,,,,
77,75,,2016-03-31,25-115,CHI,@,HOU,W (+3),Inactive,,,,,,,,,,,,,,,,,,,,,
78,76,,2016-04-02,25-117,CHI,,DET,L (-4),Did Not Play,,,,,,,,,,,,,,,,,,,,,
79,77,,2016-04-03,25-118,CHI,@,MIL,W (+4),Did Not Play,,,,,,,,,,,,,,,,,,,,,
80,78,,2016-04-05,25-120,CHI,@,MEM,L (-16),Did Not Play,,,,,,,,,,,,,,,,,,,,,
81,79,,2016-04-07,25-122,CHI,@,MIA,L (-8),Did Not Play,,,,,,,,,,,,,,,,,,,,,
82,80,,2016-04-09,25-124,CHI,,CLE,W (+3),Inactive,,,,,,,,,,,,,,,,,,,,,
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
84,81,,2016-04-11,25-126,CHI,@,NOP,W (+5),Inactive,,,,,,,,,,,,,,,,,,,,,
85,82,,2016-04-13,25-128,CHI,,PHI,W (+10),Inactive,,,,,,,,,,,,,,,,,,,,,
