,G,Opponent,Home_away,Tm,Opp
0,1,Washington Wizards,0,97,82
1,2,Washington Wizards,0,109,102
2,3,Washington Wizards,1,98,92
3,4,Washington Wizards,1,97,90
5,5,New Jersey Nets,0,81,77
6,6,New Jersey Nets,0,102,92
7,7,New Jersey Nets,1,85,96
8,8,New Jersey Nets,1,87,85
9,9,New Jersey Nets,0,72,83
10,10,New Jersey Nets,1,88,72
12,11,Detroit Pistons,1,76,79
13,12,Detroit Pistons,1,76,79
14,13,Detroit Pistons,0,88,82
15,14,Detroit Pistons,0,91,87
16,15,Detroit Pistons,1,109,107
17,16,Detroit Pistons,0,98,82
19,17,San Antonio Spurs,1,76,85
20,18,San Antonio Spurs,1,92,103
21,19,San Antonio Spurs,0,72,75
22,20,San Antonio Spurs,0,82,83
