,G,Opponent,Home_away,Tm,Opp
0,1,Detroit Pistons,0,106,101
1,2,Detroit Pistons,0,107,90
2,3,Detroit Pistons,1,101,91
3,4,Detroit Pistons,1,100,98
5,5,Atlanta Hawks,0,104,93
6,6,Atlanta Hawks,0,123,98
7,7,Atlanta Hawks,1,121,108
8,8,Atlanta Hawks,1,100,99
10,9,Toronto Raptors,0,115,84
11,10,Toronto Raptors,0,108,89
12,11,Toronto Raptors,1,84,99
13,12,Toronto Raptors,1,99,105
14,13,Toronto Raptors,0,116,78
15,14,Toronto Raptors,1,113,87
17,15,Golden State Warriors,1,89,104
18,16,Golden State Warriors,1,77,110
19,17,Golden State Warriors,0,120,90
20,18,Golden State Warriors,0,97,108
21,19,Golden State Warriors,1,112,97
22,20,Golden State Warriors,0,115,101
23,21,Golden State Warriors,1,93,89
