,G,Opponent,Home_away,Tm,Opp
0,1,Boston Celtics,0,113,100
1,2,Boston Celtics,0,99,91
2,3,Boston Celtics,1,103,95
3,4,Boston Celtics,1,101,93
5,5,Chicago Bulls,0,92,99
6,6,Chicago Bulls,0,106,91
7,7,Chicago Bulls,1,96,99
8,8,Chicago Bulls,1,86,84
9,9,Chicago Bulls,0,106,101
10,10,Chicago Bulls,1,94,73
12,11,Atlanta Hawks,1,97,89
13,12,Atlanta Hawks,1,94,82
14,13,Atlanta Hawks,0,114,111
15,14,Atlanta Hawks,0,118,88
17,15,Golden State Warriors,1,100,108
18,16,Golden State Warriors,1,95,93
19,17,Golden State Warriors,0,96,91
20,18,Golden State Warriors,0,82,103
21,19,Golden State Warriors,1,91,104
22,20,Golden State Warriors,0,97,105
