,G,Opponent,Home_away,Tm,Opp
0,1,Washington Wizards,0,94,84
1,2,Chicago Bulls,0,86,115
2,3,Milwaukee Bucks,1,102,105
3,4,Los Angeles Clippers,1,108,101
4,5,Golden State Warriors,1,96,106
5,6,Phoenix Suns,1,105,107
6,7,Oklahoma City Thunder,1,91,106
7,8,Brooklyn Nets,1,101,114
8,9,Dallas Mavericks,0,95,103
9,10,Philadelphia 76ers,1,79,86
10,11,Philadelphia 76ers,0,92,83
11,12,Orlando Magic,1,104,108
12,13,Miami Heat,1,108,110
13,14,Memphis Grizzlies,1,78,84
14,15,Phoenix Suns,0,78,91
15,16,Atlanta Hawks,1,113,111
16,17,Portland Trail Blazers,0,117,118
17,18,Detroit Pistons,1,79,89
18,19,Chicago Bulls,0,85,95
19,20,Minnesota Timberwolves,1,73,91
21,21,Detroit Pistons,0,97,104
22,22,Los Angeles Lakers,0,100,94
23,23,Indiana Pacers,1,81,96
24,24,Milwaukee Bucks,0,86,90
25,25,New York Knicks,1,102,103
26,26,Toronto Raptors,0,99,113
27,27,Boston Celtics,1,91,103
28,28,Indiana Pacers,0,89,99
29,29,Milwaukee Bucks,1,94,82
30,30,Washington Wizards,1,87,84
31,31,Atlanta Hawks,0,94,102
32,32,Brooklyn Nets,1,100,103
33,33,Sacramento Kings,0,94,97
34,34,Charlotte Bobcats,1,106,104
35,35,Houston Rockets,0,104,112
36,36,Chicago Bulls,1,92,118
37,37,Atlanta Hawks,0,99,83
38,38,Denver Nuggets,1,91,98
39,39,Los Angeles Lakers,1,93,113
40,40,Sacramento Kings,1,118,124
42,41,Portland Trail Blazers,1,93,88
43,42,Utah Jazz,1,98,109
44,43,Boston Celtics,0,95,90
45,44,Milwaukee Bucks,0,113,108
46,45,Toronto Raptors,1,99,98
47,46,Golden State Warriors,0,95,108
48,47,Detroit Pistons,1,99,117
49,48,Oklahoma City Thunder,0,115,110
50,49,Charlotte Bobcats,0,122,95
51,50,Orlando Magic,0,119,108
52,51,Denver Nuggets,0,103,111
53,52,Minnesota Timberwolves,0,92,100
54,53,San Antonio Spurs,0,95,96
55,54,New Orleans Hornets,0,105,100
56,55,Orlando Magic,1,118,94
57,56,Miami Heat,1,105,109
58,57,Chicago Bulls,1,101,98
59,58,Toronto Raptors,0,103,92
60,59,Los Angeles Clippers,0,89,105
61,60,New York Knicks,0,97,102
63,61,Utah Jazz,0,104,101
64,62,Memphis Grizzlies,0,92,103
65,63,Toronto Raptors,1,96,100
66,64,Washington Wizards,0,95,90
67,65,Dallas Mavericks,1,86,96
68,66,San Antonio Spurs,1,113,119
69,67,Indiana Pacers,0,90,111
70,68,Miami Heat,0,95,98
71,69,Houston Rockets,1,78,116
72,70,Boston Celtics,0,92,93
73,71,Philadelphia 76ers,0,87,97
74,72,New Orleans Hornets,1,92,112
75,73,Atlanta Hawks,1,94,102
76,74,Brooklyn Nets,0,95,113
77,75,Boston Celtics,1,97,91
78,76,Orlando Magic,0,91,85
79,77,Indiana Pacers,1,94,99
80,78,Detroit Pistons,0,104,111
81,79,New York Knicks,0,91,101
82,80,Philadelphia 76ers,1,77,91
84,81,Miami Heat,0,95,96
85,82,Charlotte Bobcats,1,98,105
