,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
39,39,39,1999-04-16,26-278,IND,@,PHI,L (-10),0,21:00,2,7,.286,1,2,.500,0,0,,0,3,3,5,2,0,1,4,5,4.7
40,40,40,1999-04-18,26-280,IND,@,MIA,L (-4),0,24:00,1,2,.500,1,1,1.000,2,2,1.000,1,3,4,7,0,1,1,0,5,10.2
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
42,41,41,1999-04-19,26-281,IND,@,BOS,W (+16),0,24:00,3,7,.429,0,1,.000,0,0,,0,0,0,6,2,0,0,1,6,8.1
43,42,42,1999-04-21,26-283,IND,,MIL,W (+8),0,29:00,4,11,.364,1,2,.500,0,2,.000,0,2,2,5,1,0,1,3,9,5.0
44,43,43,1999-04-24,26-286,IND,,CHI,W (+18),0,24:00,5,7,.714,2,3,.667,0,0,,0,1,1,2,1,0,0,1,12,11.4
45,44,44,1999-04-25,26-287,IND,@,NJN,L (-22),0,20:00,2,4,.500,0,0,,2,2,1.000,0,0,0,2,0,0,1,5,6,2.4
46,45,45,1999-04-27,26-289,IND,,ORL,L (-1),0,24:00,0,5,.000,0,0,,1,2,.500,0,0,0,2,0,0,1,3,1,-3.7
47,46,46,1999-04-29,26-291,IND,,CHH,W (+5),0,18:00,2,7,.286,0,1,.000,2,2,1.000,0,1,1,1,1,0,1,1,6,2.5
48,47,47,1999-04-30,26-292,IND,@,ATL,W (+2),0,22:00,5,8,.625,1,2,.500,2,2,1.000,1,4,5,4,2,0,1,3,13,13.9
49,48,48,1999-05-02,26-294,IND,,NYK,W (+23),0,24:00,3,5,.600,0,1,.000,2,2,1.000,0,3,3,6,1,0,3,0,8,8.8
50,49,49,1999-05-04,26-296,IND,,CLE,W (+22),0,24:00,4,6,.667,0,0,,3,4,.750,0,1,1,3,0,0,1,2,11,8.6
