,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-02-05,27-074,SEA,,DAL,W (+6),1,45:00,9,20,.450,0,1,.000,0,2,.000,3,4,7,2,1,3,1,3,18,12.4
1,2,2,1999-02-07,27-076,SEA,,POR,W (+3),1,36:00,4,13,.308,0,0,,0,4,.000,2,3,5,1,1,2,3,4,8,-0.3
2,3,3,1999-02-09,27-078,SEA,,GSW,W (+19),1,28:00,4,9,.444,0,0,,0,4,.000,3,2,5,2,1,1,0,2,8,6.7
3,4,4,1999-02-10,27-079,SEA,@,GSW,W (+7),1,38:00,3,9,.333,0,0,,0,4,.000,1,4,5,6,2,0,3,4,6,2.8
4,5,5,1999-02-13,27-082,SEA,,DEN,W (+13),1,33:00,7,13,.538,0,0,,0,0,,2,0,2,0,1,0,1,3,14,7.9
5,6,6,1999-02-16,27-085,SEA,,UTA,W (+15),1,36:00,3,9,.333,0,0,,0,0,,3,4,7,0,2,3,3,5,6,3.3
6,7,7,1999-02-17,27-086,SEA,,SAC,L (-3),1,36:00,8,20,.400,0,0,,1,6,.167,7,5,12,2,0,2,3,6,17,8.0
7,8,8,1999-02-20,27-089,SEA,@,UTA,L (-30),1,30:00,6,13,.462,0,0,,1,2,.500,1,2,3,1,0,0,0,2,13,7.1
8,9,9,1999-02-21,27-090,SEA,,LAL,W (+3),1,37:00,9,18,.500,0,0,,1,3,.333,2,5,7,1,4,2,1,4,19,15.6
9,10,10,1999-02-23,27-092,SEA,@,HOU,L (-12),1,38:00,4,13,.308,0,0,,1,4,.250,3,4,7,3,2,1,2,4,9,4.8
10,11,11,1999-02-24,27-093,SEA,@,SAS,L (-18),1,27:00,1,7,.143,0,0,,0,4,.000,1,4,5,1,1,1,3,5,2,-4.8
11,12,12,1999-02-26,27-095,SEA,,SAS,W (+10),1,33:00,7,19,.368,0,0,,2,4,.500,4,5,9,3,2,1,2,4,16,10.2
12,13,13,1999-03-01,27-098,SEA,@,SAC,W (+3),1,38:00,15,19,.789,0,0,,1,5,.200,4,5,9,3,3,0,4,5,31,25.5
13,14,14,1999-03-04,27-101,SEA,,PHO,L (-8),1,35:00,7,13,.538,0,0,,1,4,.250,2,5,7,1,1,0,4,4,15,6.5
14,15,15,1999-03-05,27-102,SEA,@,LAL,L (-3),1,42:00,4,20,.200,0,2,.000,8,12,.667,3,3,6,1,0,1,2,5,16,2.4
15,16,16,1999-03-07,27-104,SEA,,MIN,L (-11),1,42:00,3,6,.500,0,0,,3,6,.500,5,5,10,3,0,3,2,4,9,10.4
16,17,17,1999-03-09,27-106,SEA,@,MIN,L (-1),1,26:00,2,6,.333,0,0,,2,3,.667,3,1,4,1,0,0,4,4,6,-0.3
17,18,18,1999-03-10,27-107,SEA,@,MIL,L (-4),1,31:00,7,11,.636,0,0,,1,5,.200,0,0,0,1,2,0,1,2,15,9.4
18,19,19,1999-03-11,27-108,SEA,@,CHI,W (+9),1,42:00,7,17,.412,0,0,,4,6,.667,1,3,4,2,0,1,3,3,18,7.6
19,20,20,1999-03-14,27-111,SEA,,LAC,W (+19),1,43:00,8,19,.421,0,0,,7,8,.875,3,5,8,1,1,1,3,2,23,14.7
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
21,21,21,1999-03-16,27-113,SEA,,VAN,W (+2),1,36:00,13,19,.684,0,0,,5,10,.500,5,2,7,0,0,2,2,5,31,22.4
22,22,22,1999-03-19,27-116,SEA,@,GSW,L (-12),1,36:00,2,11,.182,0,0,,5,8,.625,4,5,9,4,2,1,3,3,9,6.5
23,23,23,1999-03-21,27-118,SEA,@,DEN,L (-4),1,11:00,1,6,.167,0,0,,1,2,.500,2,1,3,0,0,0,0,1,3,0.1
24,24,24,1999-04-08,27-136,SEA,,POR,W (+1),0,38:00,7,14,.500,0,0,,1,6,.167,4,3,7,2,0,2,1,3,15,10.3
25,25,25,1999-04-09,27-137,SEA,@,VAN,L (-5),1,37:00,7,14,.500,0,0,,1,2,.500,4,7,11,1,3,0,1,4,15,13.6
26,26,26,1999-04-11,27-139,SEA,@,LAL,W (+4),1,39:00,10,20,.500,0,0,,7,10,.700,5,3,8,1,1,0,3,4,27,17.3
27,27,27,1999-04-14,27-142,SEA,,PHO,L (-7),1,44:00,8,13,.615,0,0,,3,4,.750,0,3,3,5,1,2,2,4,19,15.9
28,28,28,1999-04-15,27-143,SEA,@,SAC,W (+1),1,23:00,5,12,.417,0,0,,2,3,.667,3,1,4,0,0,0,3,2,12,3.8
29,29,29,1999-04-16,27-144,SEA,,NJN,L (-30),1,28:00,1,6,.167,0,0,,0,4,.000,0,1,1,0,0,1,1,3,2,-4.6
30,30,30,1999-04-18,27-146,SEA,@,PHO,L (-6),1,39:00,4,8,.500,0,0,,5,6,.833,0,4,4,2,1,0,4,5,13,6.2
31,31,31,1999-04-30,27-158,SEA,,DEN,W (+10),0,6:00,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,1,1,2,-1.1
32,32,32,1999-05-02,27-160,SEA,,LAL,L (-7),0,38:00,8,12,.667,0,0,,3,8,.375,2,10,12,0,0,3,3,6,19,12.9
