,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-02-05,22-133,DEN,,MIN,L (-18),0,19:00,0,4,.000,0,2,.000,7,7,1.000,0,0,0,1,0,0,4,4,7,-0.7
1,2,2,1999-02-07,22-135,DEN,@,PHO,L (-7),0,31:00,7,13,.538,4,7,.571,3,3,1.000,0,1,1,6,3,0,3,3,21,18.0
2,3,3,1999-02-08,22-136,DEN,@,HOU,L (-19),0,28:00,5,9,.556,2,5,.400,0,0,,0,1,1,2,4,0,1,1,12,12.0
3,4,4,1999-02-10,22-138,DEN,,LAL,L (-5),1,37:00,5,11,.455,0,3,.000,3,3,1.000,1,0,1,4,1,0,4,3,13,6.6
4,5,5,1999-02-12,22-140,DEN,,DAL,W (+6),1,32:00,2,11,.182,1,8,.125,6,8,.750,2,1,3,5,0,0,4,4,11,2.9
5,6,6,1999-02-13,22-141,DEN,@,SEA,L (-13),1,34:00,5,12,.417,1,4,.250,4,4,1.000,0,4,4,3,2,0,4,2,15,9.1
6,7,7,1999-02-15,22-143,DEN,,PHO,L (-9),1,36:00,7,18,.389,5,12,.417,1,4,.250,2,1,3,2,1,0,2,4,20,9.5
7,8,8,1999-02-17,22-145,DEN,@,POR,L (-15),1,18:00,0,5,.000,0,3,.000,1,2,.500,0,0,0,0,1,1,2,3,1,-4.4
8,9,9,1999-02-18,22-146,DEN,@,UTA,L (-11),1,24:00,1,6,.167,1,2,.500,2,2,1.000,0,0,0,0,0,0,1,1,5,-0.2
9,10,10,1999-02-22,22-150,DEN,,LAL,W (+4),1,42:00,6,15,.400,4,9,.444,4,4,1.000,0,3,3,4,1,0,1,1,20,15.2
10,11,11,1999-02-24,22-152,DEN,,UTA,W (+10),1,37:00,2,10,.200,1,4,.250,7,7,1.000,1,1,2,5,0,1,0,4,12,9.4
11,12,12,1999-02-25,22-153,DEN,@,DAL,L (-9),1,33:00,5,11,.455,1,3,.333,3,3,1.000,2,2,4,3,0,0,1,3,14,10.2
12,13,13,1999-02-26,22-154,DEN,,MIL,W (+1),1,41:00,6,9,.667,4,6,.667,2,2,1.000,0,2,2,6,0,0,5,3,18,12.7
13,14,14,1999-02-28,22-156,DEN,,VAN,W (+4),1,37:00,5,11,.455,2,5,.400,0,0,,0,2,2,4,2,0,6,4,12,4.1
14,15,15,1999-03-09,22-165,DEN,@,HOU,L (-9),0,32:00,2,6,.333,1,3,.333,2,3,.667,1,0,1,2,0,0,4,2,7,0.5
15,16,16,1999-03-11,22-167,DEN,@,UTA,L (-5),1,15:00,1,8,.125,0,3,.000,0,0,,1,0,1,3,0,0,1,1,2,-1.8
16,17,17,1999-03-13,22-169,DEN,@,SAS,L (-31),1,24:00,0,4,.000,0,2,.000,3,4,.750,0,0,0,1,2,0,1,2,3,0.7
17,18,18,1999-03-15,22-171,DEN,,VAN,W (+26),1,25:00,3,6,.500,2,3,.667,4,4,1.000,0,1,1,4,3,1,1,2,12,14.0
18,19,19,1999-03-17,22-173,DEN,,HOU,L (-5),1,38:00,8,16,.500,6,11,.545,0,0,,0,6,6,5,1,2,2,5,22,17.7
19,20,20,1999-03-19,22-175,DEN,,MIN,L (-4),1,36:00,3,12,.250,0,4,.000,8,9,.889,0,2,2,6,1,0,3,4,14,7.6
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
21,21,21,1999-03-21,22-177,DEN,,SEA,W (+4),1,26:00,5,9,.556,3,5,.600,3,3,1.000,1,2,3,2,0,0,4,3,16,9.2
22,22,22,1999-03-23,22-179,DEN,@,SAS,L (-30),1,32:00,4,11,.364,1,5,.200,2,2,1.000,1,0,1,3,2,0,1,1,11,8.3
23,23,23,1999-03-25,22-181,DEN,,SAS,L (-21),1,29:00,2,8,.250,1,3,.333,6,6,1.000,1,1,2,4,1,0,1,0,11,10.0
24,24,24,1999-03-26,22-182,DEN,@,DAL,L (-19),1,38:00,6,15,.400,1,6,.167,0,0,,0,0,0,3,2,0,0,1,13,8.6
25,25,25,1999-03-27,22-183,DEN,,WAS,L (-12),1,31:00,1,6,.167,1,4,.250,0,0,,0,1,1,5,0,0,2,3,3,-0.2
26,26,26,1999-03-29,22-185,DEN,,LAC,W (+12),1,40:00,8,16,.500,2,4,.500,6,6,1.000,0,2,2,9,0,1,2,1,24,21.2
27,27,27,1999-03-30,22-186,DEN,@,VAN,L (-14),1,41:00,3,12,.250,1,6,.167,2,3,.667,1,1,2,3,2,0,3,3,9,2.3
28,28,28,1999-04-01,22-188,DEN,,SEA,W (+3),1,41:00,10,18,.556,4,9,.444,8,8,1.000,1,2,3,5,2,0,3,3,32,26.0
29,29,29,1999-04-02,22-189,DEN,@,MIN,L (-19),1,38:00,9,16,.563,7,10,.700,5,7,.714,0,0,0,3,1,0,2,3,30,21.5
30,30,30,1999-04-04,22-191,DEN,,LAC,W (+2),1,35:00,4,19,.211,0,3,.000,8,8,1.000,2,2,4,6,2,2,3,2,16,10.1
31,31,31,1999-04-05,22-192,DEN,@,LAL,L (-13),1,36:00,4,12,.333,3,7,.429,4,4,1.000,1,1,2,1,0,0,1,4,15,7.3
32,32,32,1999-04-07,22-194,DEN,@,VAN,W (+3),1,36:00,3,9,.333,1,5,.200,4,4,1.000,1,3,4,6,1,1,2,3,11,10.2
33,33,33,1999-04-10,22-197,DEN,@,SAC,L (-6),1,35:00,4,15,.267,1,6,.167,2,3,.667,1,2,3,2,5,0,3,3,11,5.2
34,34,34,1999-04-12,22-199,DEN,,GSW,L (-8),1,42:00,4,16,.250,3,9,.333,11,11,1.000,0,5,5,9,1,0,2,5,22,17.2
35,35,35,1999-04-14,22-201,DEN,,NJN,W (+23),1,30:00,7,9,.778,4,4,1.000,8,8,1.000,0,2,2,6,0,0,2,4,26,23.7
36,36,36,1999-04-15,22-202,DEN,@,GSW,L (-6),1,10:00,1,2,.500,0,1,.000,0,0,,0,1,1,1,1,0,0,0,2,3.0
37,37,37,1999-04-18,22-205,DEN,@,LAC,W (+2),1,30:00,5,12,.417,2,6,.333,3,4,.750,0,2,2,0,0,0,1,3,15,6.6
38,38,38,1999-04-23,22-210,DEN,,GSW,W (+12),1,36:00,7,11,.636,2,4,.500,4,4,1.000,1,2,3,6,2,1,1,2,20,21.5
39,39,39,1999-04-24,22-211,DEN,@,GSW,L (-19),1,40:00,1,7,.143,0,3,.000,2,2,1.000,0,6,6,4,0,0,0,3,4,2.9
40,40,40,1999-04-26,22-213,DEN,@,POR,L (-16),1,34:00,3,9,.333,1,5,.200,3,3,1.000,1,2,3,5,1,1,0,2,10,10.6
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
42,41,41,1999-04-29,22-216,DEN,,PHO,L (-11),1,34:00,5,13,.385,3,8,.375,0,0,,0,0,0,4,1,0,3,5,13,4.7
43,42,42,1999-04-30,22-217,DEN,@,SEA,L (-10),1,37:00,3,11,.273,2,6,.333,10,10,1.000,0,2,2,2,2,1,3,1,18,12.8
44,43,43,1999-05-02,22-219,DEN,,POR,L (-8),1,36:00,6,10,.600,4,7,.571,4,4,1.000,0,1,1,6,2,1,5,2,20,16.8
45,44,44,1999-05-03,22-220,DEN,,SAC,L (-8),1,41:00,11,20,.550,3,7,.429,1,1,1.000,0,4,4,3,3,1,4,1,26,19.0
46,45,45,1999-05-05,22-222,DEN,,HOU,L (-7),1,41:00,2,12,.167,0,3,.000,1,2,.500,2,1,3,9,5,0,0,1,5,9.6
