,G,Opponent,Home_away,Tm,Opp
0,1,New York Knicks,1,74,89
1,2,Philadelphia 76ers,1,99,112
2,3,Washington Bullets,1,92,110
3,4,Buffalo Braves,1,118,134
4,5,Philadelphia 76ers,0,89,102
5,6,Cleveland Cavaliers,0,88,90
6,7,Houston Rockets,0,100,113
7,8,Detroit Pistons,1,93,103
8,9,Kansas City-Omaha Kings,1,97,115
9,10,Buffalo Braves,0,98,110
10,11,Phoenix Suns,0,102,105
11,12,Portland Trail Blazers,0,102,101
12,13,Chicago Bulls,0,79,88
13,14,Washington Bullets,0,95,104
14,15,Atlanta Hawks,1,104,130
15,16,Detroit Pistons,0,85,99
16,17,Seattle SuperSonics,0,95,99
17,18,Atlanta Hawks,0,90,86
18,19,Cleveland Cavaliers,1,100,121
19,20,Phoenix Suns,1,110,120
21,21,Los Angeles Lakers,1,122,127
22,22,Portland Trail Blazers,1,85,117
23,23,Golden State Warriors,1,101,122
24,24,Seattle SuperSonics,1,108,121
25,25,Boston Celtics,0,101,111
26,26,Golden State Warriors,0,106,103
27,27,Chicago Bulls,1,76,109
28,28,Houston Rockets,1,83,109
29,29,Washington Bullets,1,90,113
30,30,Boston Celtics,1,106,110
31,31,Milwaukee Bucks,1,76,96
32,32,Cleveland Cavaliers,1,79,95
33,33,New York Knicks,1,94,101
34,34,Detroit Pistons,1,95,99
35,35,Seattle SuperSonics,1,89,111
36,36,Portland Trail Blazers,1,102,111
37,37,Golden State Warriors,1,94,136
38,38,Houston Rockets,0,111,108
39,39,Seattle SuperSonics,0,113,109
40,40,Buffalo Braves,0,112,117
42,41,Atlanta Hawks,1,103,135
43,42,Boston Celtics,0,102,110
44,43,Los Angeles Lakers,1,108,110
45,44,Phoenix Suns,1,90,94
46,45,Milwaukee Bucks,0,115,117
47,46,Los Angeles Lakers,0,108,112
48,47,Washington Bullets,0,101,106
49,48,New York Knicks,0,118,114
50,49,Houston Rockets,0,97,124
51,50,Milwaukee Bucks,1,98,119
52,51,Atlanta Hawks,1,106,102
53,52,Atlanta Hawks,0,96,89
54,53,Cleveland Cavaliers,1,86,100
55,54,Houston Rockets,1,124,112
56,55,Milwaukee Bucks,0,103,101
57,56,Philadelphia 76ers,0,103,85
58,57,Portland Trail Blazers,0,114,102
59,58,Phoenix Suns,0,98,96
60,59,Houston Rockets,0,108,99
61,60,Chicago Bulls,0,105,120
63,61,Buffalo Braves,1,100,110
64,62,Kansas City-Omaha Kings,0,114,107
65,63,Houston Rockets,1,109,121
66,64,Los Angeles Lakers,0,123,117
67,65,Golden State Warriors,0,110,107
68,66,Atlanta Hawks,1,101,113
69,67,Cleveland Cavaliers,0,90,86
70,68,Cleveland Cavaliers,1,114,123
71,69,Atlanta Hawks,0,140,123
72,70,Cleveland Cavaliers,0,111,113
73,71,Philadelphia 76ers,1,126,115
74,72,Kansas City-Omaha Kings,1,95,101
75,73,Washington Bullets,0,109,122
76,74,Detroit Pistons,0,114,125
77,75,Kansas City-Omaha Kings,0,112,110
78,76,Boston Celtics,1,100,113
79,77,New York Knicks,0,111,102
80,78,Houston Rockets,1,105,107
81,79,Atlanta Hawks,0,108,105
82,80,Washington Bullets,0,101,110
84,81,Chicago Bulls,1,87,111
85,82,Washington Bullets,1,103,119
