,G,Opponent,Home_away,Tm,Opp
0,1,Houston Rockets,1,75,84
1,2,Houston Rockets,1,90,98
2,3,Houston Rockets,0,81,67
3,4,Houston Rockets,0,98,85
4,5,Houston Rockets,1,92,96
5,6,Houston Rockets,0,94,82
6,7,Houston Rockets,1,103,99
8,8,Golden State Warriors,0,116,112
9,9,Golden State Warriors,0,127,117
10,10,Golden State Warriors,1,105,125
11,11,Golden State Warriors,1,115,101
12,12,Golden State Warriors,0,100,87
14,13,San Antonio Spurs,1,100,108
15,14,San Antonio Spurs,1,96,105
16,15,San Antonio Spurs,0,109,83
17,16,San Antonio Spurs,0,79,91
18,17,San Antonio Spurs,1,84,109
