,G,Opponent,Home_away,Tm,Opp
0,1,Los Angeles Clippers,0,106,86
1,2,Los Angeles Clippers,0,105,99
2,3,Los Angeles Clippers,1,104,92
4,4,Los Angeles Lakers,0,93,77
5,5,Los Angeles Lakers,0,103,101
6,6,Los Angeles Lakers,1,84,104
7,7,Los Angeles Lakers,1,110,95
8,8,Los Angeles Lakers,0,98,93
10,9,Houston Rockets,0,101,86
11,10,Houston Rockets,0,104,92
12,11,Houston Rockets,1,100,118
13,12,Houston Rockets,1,92,95
14,13,Houston Rockets,0,96,91
15,14,Houston Rockets,1,103,100
17,15,Chicago Bulls,1,82,84
18,16,Chicago Bulls,1,85,97
19,17,Chicago Bulls,0,104,93
20,18,Chicago Bulls,0,78,73
21,19,Chicago Bulls,0,88,90
22,20,Chicago Bulls,1,86,90
