,G,Opponent,Home_away,Tm,Opp
0,1,San Antonio Spurs,1,89,106
1,2,San Antonio Spurs,1,96,84
2,3,San Antonio Spurs,0,105,72
3,4,San Antonio Spurs,0,95,90
5,5,Denver Nuggets,0,100,91
6,6,Denver Nuggets,0,104,94
7,7,Denver Nuggets,1,111,109
8,8,Denver Nuggets,1,82,83
9,9,Denver Nuggets,0,101,109
10,10,Denver Nuggets,1,91,94
11,11,Denver Nuggets,0,91,81
13,12,Houston Rockets,1,88,100
14,13,Houston Rockets,1,99,104
15,14,Houston Rockets,0,95,86
16,15,Houston Rockets,0,78,80
17,16,Houston Rockets,1,83,94
