,G,Opponent,Home_away,Tm,Opp
0,1,Los Angeles Lakers,0,115,102
1,2,Los Angeles Lakers,0,101,79
2,3,Los Angeles Lakers,1,119,121
3,4,Los Angeles Lakers,1,102,76
5,5,Phoenix Suns,0,113,111
6,6,Phoenix Suns,0,126,119
7,7,Phoenix Suns,1,117,124
8,8,Phoenix Suns,1,153,151
9,9,Phoenix Suns,0,118,106
11,10,Utah Jazz,0,113,88
12,11,Utah Jazz,0,119,102
13,12,Utah Jazz,1,89,97
14,13,Utah Jazz,1,112,121
15,14,Utah Jazz,0,127,121
16,15,Utah Jazz,1,105,97
18,16,Chicago Bulls,1,89,122
19,17,Chicago Bulls,1,115,104
20,18,Chicago Bulls,0,84,94
21,19,Chicago Bulls,0,93,88
22,20,Chicago Bulls,0,106,119
23,21,Chicago Bulls,1,93,97
