,G,Opponent,Home_away,Tm,Opp
0,1,New York Nets,0,114,104
1,2,Golden State Warriors,0,110,96
2,3,Golden State Warriors,1,92,112
3,4,Detroit Pistons,0,131,97
4,5,Atlanta Hawks,0,129,116
5,6,Philadelphia 76ers,0,146,104
6,7,New York Knicks,0,119,93
7,8,Kansas City Kings,0,119,102
8,9,Atlanta Hawks,1,105,107
9,10,San Antonio Spurs,1,101,113
10,11,New Orleans Jazz,1,98,100
11,12,Milwaukee Bucks,0,124,111
12,13,Buffalo Braves,0,121,98
13,14,Chicago Bulls,0,117,115
14,15,Los Angeles Lakers,1,96,99
15,16,Washington Bullets,0,103,95
16,17,Indiana Pacers,0,145,115
17,18,Milwaukee Bucks,1,106,115
18,19,Indiana Pacers,1,101,100
19,20,Phoenix Suns,1,113,99
21,21,Milwaukee Bucks,0,112,108
22,22,Cleveland Cavaliers,0,93,89
23,23,New York Knicks,1,111,94
24,24,Boston Celtics,1,95,104
25,25,Buffalo Braves,1,103,102
26,26,Philadelphia 76ers,1,107,108
27,27,Houston Rockets,0,104,84
28,28,Denver Nuggets,0,127,105
29,29,Los Angeles Lakers,0,111,115
30,30,Kansas City Kings,0,99,94
31,31,Seattle SuperSonics,0,110,95
32,32,Seattle SuperSonics,1,87,89
33,33,Chicago Bulls,1,84,79
34,34,Detroit Pistons,1,111,120
35,35,Milwaukee Bucks,1,107,127
36,36,Chicago Bulls,0,89,82
37,37,Los Angeles Lakers,1,99,104
38,38,Boston Celtics,0,128,84
39,39,New Orleans Jazz,0,130,118
40,40,San Antonio Spurs,0,150,113
42,41,New York Knicks,0,131,111
43,42,Boston Celtics,1,107,92
44,43,Washington Bullets,1,107,113
45,44,Atlanta Hawks,1,120,125
46,45,New York Nets,1,109,94
47,46,Cleveland Cavaliers,1,99,91
48,47,Houston Rockets,1,107,110
49,48,San Antonio Spurs,1,118,123
50,49,Denver Nuggets,1,107,102
51,50,San Antonio Spurs,0,112,104
52,51,Phoenix Suns,0,97,91
53,52,Kansas City Kings,1,107,119
54,53,Indiana Pacers,1,107,98
55,54,Washington Bullets,0,104,116
56,55,Denver Nuggets,0,111,119
57,56,Atlanta Hawks,0,108,121
58,57,Cleveland Cavaliers,1,96,117
59,58,Detroit Pistons,1,118,125
60,59,Chicago Bulls,1,90,87
61,60,Denver Nuggets,1,124,133
63,61,Boston Celtics,0,113,111
64,62,Houston Rockets,0,106,123
65,63,Philadelphia 76ers,0,108,107
66,64,Cleveland Cavaliers,0,101,113
67,65,Seattle SuperSonics,0,134,104
68,66,Buffalo Braves,1,95,102
69,67,New York Knicks,1,104,108
70,68,Kansas City Kings,1,112,114
71,69,New Orleans Jazz,0,131,104
72,70,Golden State Warriors,1,115,106
73,71,Indiana Pacers,0,134,110
74,72,Phoenix Suns,1,106,126
75,73,New Orleans Jazz,1,95,106
76,74,Houston Rockets,1,104,109
77,75,New York Nets,1,131,103
78,76,Philadelphia 76ers,1,116,128
79,77,Buffalo Braves,0,127,101
80,78,Golden State Warriors,0,109,98
81,79,Seattle SuperSonics,1,119,104
82,80,Detroit Pistons,0,110,105
84,81,Phoenix Suns,0,122,111
85,82,Los Angeles Lakers,0,145,116
