,G,Opponent,Home_away,Tm,Opp
0,1,Phoenix Suns,0,103,95
1,2,Seattle SuperSonics,0,104,94
2,3,Los Angeles Lakers,0,102,100
3,4,Golden State Warriors,1,109,108
4,5,Utah Jazz,0,119,109
5,6,Denver Nuggets,0,120,116
6,7,Dallas Mavericks,0,117,95
7,8,San Diego Clippers,1,115,122
8,9,Los Angeles Lakers,1,115,119
9,10,San Antonio Spurs,0,105,110
10,11,New Jersey Nets,0,106,86
11,12,Seattle SuperSonics,1,103,110
12,13,Utah Jazz,1,103,93
13,14,Chicago Bulls,0,114,109
14,15,Denver Nuggets,1,121,113
15,16,Kansas City Kings,1,112,107
16,17,San Antonio Spurs,1,111,127
17,18,Houston Rockets,1,98,110
18,19,Golden State Warriors,0,108,122
19,20,Phoenix Suns,1,110,117
21,21,Los Angeles Lakers,1,116,124
22,22,Detroit Pistons,0,105,99
23,23,San Diego Clippers,0,118,101
24,24,Dallas Mavericks,1,95,102
25,25,Los Angeles Lakers,0,110,124
26,26,Seattle SuperSonics,0,99,94
27,27,San Diego Clippers,1,128,116
28,28,Phoenix Suns,1,112,113
29,29,Philadelphia 76ers,0,105,120
30,30,Kansas City Kings,0,127,116
31,31,San Antonio Spurs,0,115,110
32,32,Denver Nuggets,0,121,124
33,33,Houston Rockets,0,109,111
34,34,Indiana Pacers,0,105,93
35,35,Houston Rockets,1,111,100
36,36,Dallas Mavericks,1,110,103
37,37,Atlanta Hawks,1,101,112
38,38,Philadelphia 76ers,1,110,115
39,39,Washington Bullets,1,97,110
40,40,Boston Celtics,1,123,119
42,41,San Diego Clippers,0,96,93
43,42,Kansas City Kings,0,102,97
44,43,Utah Jazz,1,118,122
45,44,Utah Jazz,0,121,100
46,45,New York Knicks,0,100,98
47,46,Cleveland Cavaliers,1,105,91
48,47,Milwaukee Bucks,1,105,116
49,48,Detroit Pistons,1,128,120
50,49,Indiana Pacers,1,91,107
51,50,Washington Bullets,0,97,100
52,51,Boston Celtics,0,117,127
53,52,Atlanta Hawks,0,97,109
54,53,Chicago Bulls,1,122,123
55,54,Kansas City Kings,1,123,111
56,55,New Jersey Nets,1,106,110
57,56,New York Knicks,1,105,107
58,57,Phoenix Suns,0,119,108
59,58,Cleveland Cavaliers,0,110,111
60,59,Golden State Warriors,1,106,102
61,60,Dallas Mavericks,1,102,104
63,61,San Antonio Spurs,1,112,108
64,62,Houston Rockets,1,107,112
65,63,Los Angeles Lakers,0,108,120
66,64,Golden State Warriors,0,109,95
67,65,Utah Jazz,1,131,129
68,66,Dallas Mavericks,0,109,101
69,67,Milwaukee Bucks,0,104,109
70,68,Houston Rockets,0,95,108
71,69,Golden State Warriors,1,89,102
72,70,Seattle SuperSonics,1,101,109
73,71,Kansas City Kings,0,109,99
74,72,San Antonio Spurs,0,109,105
75,73,Denver Nuggets,1,121,127
76,74,Los Angeles Lakers,1,111,129
77,75,Denver Nuggets,0,136,122
78,76,Phoenix Suns,1,106,104
79,77,San Diego Clippers,0,124,104
80,78,Golden State Warriors,0,116,106
81,79,Seattle SuperSonics,1,86,88
82,80,San Diego Clippers,1,123,129
84,81,Phoenix Suns,0,99,113
85,82,Seattle SuperSonics,0,119,114
