,G,Opponent,Home_away,Tm,Opp
0,1,Seattle SuperSonics,0,110,102
1,2,Seattle SuperSonics,0,115,106
2,3,Seattle SuperSonics,1,99,102
3,4,Seattle SuperSonics,1,89,101
4,5,Seattle SuperSonics,0,119,107
6,6,Utah Jazz,0,117,97
7,7,Utah Jazz,0,118,116
8,8,Utah Jazz,1,101,107
9,9,Utah Jazz,1,104,101
10,10,Utah Jazz,0,103,96
12,11,Los Angeles Lakers,0,106,111
13,12,Los Angeles Lakers,0,109,98
14,13,Los Angeles Lakers,1,92,106
15,14,Los Angeles Lakers,1,95,116
16,15,Los Angeles Lakers,0,95,84
17,16,Los Angeles Lakers,1,90,91
