,G,Opponent,Home_away,Tm,Opp
0,1,Chicago Bulls,0,96,83
1,2,Chicago Bulls,1,104,107
2,3,Chicago Bulls,0,106,98
4,4,Denver Nuggets,1,101,100
5,5,Denver Nuggets,1,110,121
6,6,Denver Nuggets,0,110,106
7,7,Denver Nuggets,0,105,96
8,8,Denver Nuggets,1,105,114
9,9,Denver Nuggets,0,108,92
11,10,Los Angeles Lakers,1,121,109
12,11,Los Angeles Lakers,1,99,97
13,12,Los Angeles Lakers,0,102,97
14,13,Los Angeles Lakers,0,105,101
16,14,Philadelphia 76ers,1,101,107
17,15,Philadelphia 76ers,1,89,107
18,16,Philadelphia 76ers,0,129,107
19,17,Philadelphia 76ers,0,130,98
20,18,Philadelphia 76ers,1,110,104
21,19,Philadelphia 76ers,0,109,107
