,G,Opponent,Home_away,Tm,Opp
0,1,Kentucky Colonels,1,122,108
1,2,Kentucky Colonels,1,105,90
2,3,Kentucky Colonels,0,99,105
3,4,Kentucky Colonels,0,100,92
4,5,Kentucky Colonels,1,93,109
5,6,Kentucky Colonels,0,101,96
7,7,Virginia Squires,1,91,138
8,8,Virginia Squires,1,106,115
9,9,Virginia Squires,0,119,117
10,10,Virginia Squires,0,118,107
11,11,Virginia Squires,1,107,116
12,12,Virginia Squires,0,146,136
13,13,Virginia Squires,1,94,88
15,14,Indiana Pacers,1,103,124
16,15,Indiana Pacers,1,117,115
17,16,Indiana Pacers,0,108,114
18,17,Indiana Pacers,0,110,105
19,18,Indiana Pacers,1,99,100
20,19,Indiana Pacers,0,105,108
