,G,Opponent,Home_away,Tm,Opp
0,1,Milwaukee Bucks,0,109,96
1,2,Milwaukee Bucks,0,85,88
2,3,Milwaukee Bucks,1,103,101
3,4,Milwaukee Bucks,1,114,119
4,5,Milwaukee Bucks,0,89,82
5,6,Milwaukee Bucks,1,113,101
7,7,Boston Celtics,0,97,93
8,8,Boston Celtics,0,104,95
9,9,Boston Celtics,1,94,76
10,10,Boston Celtics,1,110,101
12,11,Detroit Pistons,1,76,74
13,12,Detroit Pistons,1,88,86
14,13,Detroit Pistons,0,97,85
15,14,Detroit Pistons,0,102,82
17,15,San Antonio Spurs,1,89,101
18,16,San Antonio Spurs,1,87,85
19,17,San Antonio Spurs,0,79,84
20,18,San Antonio Spurs,0,77,76
21,19,San Antonio Spurs,0,83,93
22,20,San Antonio Spurs,1,77,88
