,G,Opponent,Home_away,Tm,Opp
0,1,Milwaukee Bucks,0,96,110
1,2,Toronto Raptors,1,102,92
2,3,Chicago Bulls,0,100,99
3,4,Miami Heat,1,89,90
4,5,Utah Jazz,0,91,83
5,6,Indiana Pacers,1,90,102
6,7,Houston Rockets,0,91,99
7,8,Seattle SuperSonics,0,109,99
8,9,Washington Wizards,0,89,83
9,10,Golden State Warriors,1,97,100
10,11,Sacramento Kings,1,105,114
11,12,Phoenix Suns,1,81,92
12,13,Los Angeles Lakers,1,102,96
13,14,Denver Nuggets,1,101,92
14,15,Detroit Pistons,0,83,93
15,16,Toronto Raptors,0,82,95
16,17,Charlotte Bobcats,1,97,84
17,18,Cleveland Cavaliers,1,109,100
18,19,Philadelphia 76ers,0,95,107
19,20,Washington Wizards,1,74,94
21,21,Charlotte Bobcats,0,83,91
22,22,Denver Nuggets,0,115,106
23,23,Golden State Warriors,0,118,90
24,24,Los Angeles Clippers,0,99,85
25,25,Orlando Magic,1,96,85
26,26,Miami Heat,1,95,88
27,27,New York Knicks,1,109,101
28,28,Cleveland Cavaliers,0,96,91
29,29,Atlanta Hawks,0,99,91
30,30,Orlando Magic,0,113,106
31,31,Toronto Raptors,1,105,104
32,32,San Antonio Spurs,1,91,96
33,33,Memphis Grizzlies,1,69,81
34,34,Dallas Mavericks,1,77,110
35,35,Indiana Pacers,0,97,92
36,36,Philadelphia 76ers,1,101,90
37,37,Boston Celtics,1,96,99
38,38,Boston Celtics,0,103,83
39,39,Utah Jazz,1,78,89
40,40,Los Angeles Clippers,1,77,90
42,41,Portland Trail Blazers,1,83,88
43,42,Seattle SuperSonics,1,104,113
44,43,Detroit Pistons,0,91,84
45,44,Cleveland Cavaliers,1,85,91
46,45,Miami Heat,0,105,92
47,46,New Orleans/Oklahoma City Hornets,0,99,91
48,47,New York Knicks,0,96,83
49,48,San Antonio Spurs,0,73,83
50,49,Milwaukee Bucks,0,94,79
51,50,Detroit Pistons,1,71,85
52,51,Charlotte Bobcats,1,95,94
53,52,Milwaukee Bucks,1,89,85
54,53,Orlando Magic,0,96,93
55,54,New York Knicks,1,94,90
56,55,Indiana Pacers,0,91,101
57,56,Atlanta Hawks,1,102,104
58,57,Minnesota Timberwolves,1,90,100
59,58,Toronto Raptors,0,105,100
60,59,Sacramento Kings,0,84,109
61,60,Chicago Bulls,1,87,95
63,61,New Orleans/Oklahoma City Hornets,1,95,84
64,62,Houston Rockets,1,90,77
65,63,Portland Trail Blazers,0,78,65
66,64,Los Angeles Lakers,0,92,89
67,65,Dallas Mavericks,0,100,89
68,66,Washington Wizards,1,112,100
69,67,Minnesota Timberwolves,0,86,82
70,68,Detroit Pistons,1,79,74
71,69,Phoenix Suns,0,110,72
72,70,Memphis Grizzlies,0,86,74
73,71,Atlanta Hawks,1,91,88
74,72,Miami Heat,0,90,78
75,73,Atlanta Hawks,0,96,94
76,74,Charlotte Bobcats,0,113,102
77,75,Cleveland Cavaliers,0,102,108
78,76,Milwaukee Bucks,1,95,83
79,77,Chicago Bulls,1,101,104
80,78,Philadelphia 76ers,0,96,116
81,79,Boston Celtics,1,79,74
82,80,Boston Celtics,0,95,93
84,81,Philadelphia 76ers,1,88,91
85,82,New York Knicks,0,83,90
