,G,Opponent,Home_away,Tm,Opp
0,1,Indiana Pacers,0,97,95
1,2,Milwaukee Bucks,1,113,109
2,3,Golden State Warriors,0,112,96
3,4,Miami Heat,0,99,87
4,5,Chicago Bulls,1,86,99
5,6,Cleveland Cavaliers,0,74,85
6,7,Detroit Pistons,1,88,96
7,8,Cleveland Cavaliers,1,77,72
8,9,Boston Celtics,0,108,100
9,10,Boston Celtics,1,93,101
10,11,Portland Trail Blazers,0,93,87
11,12,Golden State Warriors,1,101,87
12,13,Phoenix Suns,1,99,111
13,14,Los Angeles Clippers,1,104,92
14,15,Sacramento Kings,1,87,73
15,16,Utah Jazz,1,95,100
16,17,Seattle SuperSonics,0,89,93
17,18,Philadelphia 76ers,0,107,88
18,19,Miami Heat,1,97,105
19,20,Washington Wizards,1,99,120
21,21,Detroit Pistons,1,99,103
22,22,Denver Nuggets,0,133,95
23,23,Detroit Pistons,0,105,101
24,24,Chicago Bulls,0,92,100
25,25,Orlando Magic,1,99,88
26,26,Minnesota Timberwolves,1,96,116
27,27,Milwaukee Bucks,0,112,104
28,28,Washington Wizards,0,99,91
29,29,Indiana Pacers,1,91,109
30,30,New York Knicks,0,103,98
31,31,Cleveland Cavaliers,1,81,95
32,32,New York Knicks,1,88,89
33,33,Orlando Magic,0,89,87
34,34,Minnesota Timberwolves,0,101,108
35,35,Toronto Raptors,1,108,100
36,36,Charlotte Hornets,1,81,68
37,37,Los Angeles Clippers,0,116,119
38,38,Atlanta Hawks,0,97,81
39,39,San Antonio Spurs,0,95,84
40,40,Houston Rockets,0,117,112
42,41,Chicago Bulls,0,98,100
43,42,Washington Wizards,1,87,104
44,43,Denver Nuggets,1,120,87
45,44,Los Angeles Lakers,1,106,95
46,45,Vancouver Grizzlies,1,116,106
47,46,Seattle SuperSonics,1,87,97
48,47,Portland Trail Blazers,1,97,98
49,48,Phoenix Suns,0,106,94
50,49,Dallas Mavericks,0,90,81
51,50,Toronto Raptors,0,130,115
52,51,Philadelphia 76ers,1,105,98
53,52,Milwaukee Bucks,0,103,92
54,53,Atlanta Hawks,1,104,114
55,54,Cleveland Cavaliers,0,95,109
56,55,Philadelphia 76ers,0,89,98
57,56,Vancouver Grizzlies,0,110,101
58,57,Sacramento Kings,0,102,99
59,58,Miami Heat,0,93,95
60,59,Miami Heat,1,84,85
61,60,New York Knicks,1,91,94
63,61,Utah Jazz,0,115,122
64,62,Charlotte Hornets,0,100,109
65,63,San Antonio Spurs,1,78,79
66,64,Houston Rockets,1,104,115
67,65,Dallas Mavericks,1,108,93
68,66,Chicago Bulls,1,72,88
69,67,Orlando Magic,0,93,87
70,68,Indiana Pacers,1,92,99
71,69,Washington Wizards,0,100,102
72,70,Philadelphia 76ers,1,91,86
73,71,Boston Celtics,0,76,82
74,72,Atlanta Hawks,0,105,90
75,73,Los Angeles Lakers,0,106,117
76,74,New York Knicks,0,97,94
77,75,Charlotte Hornets,0,125,115
78,76,Boston Celtics,1,117,104
79,77,Milwaukee Bucks,1,124,117
80,78,Toronto Raptors,1,116,109
81,79,Toronto Raptors,0,92,96
82,80,Charlotte Hornets,1,103,109
84,81,Orlando Magic,1,109,121
85,82,Detroit Pistons,0,114,101
