,G,Opponent,Home_away,Tm,Opp
0,1,Denver Nuggets,0,102,107
1,2,Golden State Warriors,0,114,122
2,3,San Antonio Spurs,1,79,98
3,4,Milwaukee Bucks,0,113,117
4,5,Memphis Grizzlies,1,83,89
5,6,Phoenix Suns,0,111,112
6,7,Golden State Warriors,1,106,116
7,8,Sacramento Kings,1,94,102
8,9,Milwaukee Bucks,1,112,106
9,10,Los Angeles Lakers,0,99,126
10,11,Boston Celtics,0,106,105
11,12,Orlando Magic,1,82,89
12,13,Portland Trail Blazers,0,113,101
13,14,Charlotte Hornets,0,121,116
14,15,Atlanta Hawks,1,112,94
15,16,Minnesota Timberwolves,0,117,96
16,17,Portland Trail Blazers,1,104,119
17,18,Dallas Mavericks,1,81,91
18,19,Los Angeles Lakers,0,105,88
19,20,Los Angeles Clippers,0,96,114
21,21,Oklahoma City Thunder,1,92,101
22,22,Memphis Grizzlies,0,108,110
23,23,Philadelphia 76ers,0,88,99
24,24,Los Angeles Clippers,1,105,133
25,25,Phoenix Suns,1,120,119
26,26,Golden State Warriors,0,109,113
27,27,Indiana Pacers,0,102,95
28,28,Houston Rockets,1,100,122
29,29,San Antonio Spurs,1,100,113
30,30,Philadelphia 76ers,1,108,93
31,31,Oklahoma City Thunder,0,110,121
32,32,Miami Heat,0,91,87
33,33,Dallas Mavericks,0,111,104
34,34,Los Angeles Clippers,0,102,98
35,35,New York Knicks,0,104,92
36,36,Cleveland Cavaliers,1,82,90
37,37,Atlanta Hawks,0,94,99
38,38,Boston Celtics,1,108,117
39,39,New York Knicks,1,110,96
40,40,Brooklyn Nets,1,104,95
42,41,Chicago Bulls,1,99,107
43,42,Indiana Pacers,1,95,98
44,43,Orlando Magic,0,118,98
45,44,Brooklyn Nets,0,114,143
46,45,Cleveland Cavaliers,0,124,122
47,46,Oklahoma City Thunder,0,105,114
48,47,San Antonio Spurs,0,119,103
49,48,Washington Wizards,0,94,107
50,49,Toronto Raptors,1,106,108
51,50,Detroit Pistons,1,98,118
52,51,Washington Wizards,1,91,105
53,52,Phoenix Suns,0,111,106
54,53,Utah Jazz,0,94,127
55,54,Minnesota Timberwolves,1,122,106
56,55,Sacramento Kings,1,99,105
57,56,Phoenix Suns,1,110,108
58,57,Memphis Grizzlies,1,95,91
59,58,Houston Rockets,0,99,129
60,59,Dallas Mavericks,1,83,96
61,60,Oklahoma City Thunder,1,110,118
63,61,Detroit Pistons,0,109,86
64,62,San Antonio Spurs,0,98,101
65,63,Los Angeles Lakers,1,105,97
66,64,Utah Jazz,1,83,88
67,65,Toronto Raptors,0,87,94
68,66,Charlotte Hornets,1,125,122
69,67,Portland Trail Blazers,0,100,77
70,68,Miami Heat,1,112,120
71,69,Houston Rockets,0,128,112
72,70,Minnesota Timberwolves,0,123,109
73,71,Memphis Grizzlies,0,95,82
74,72,Houston Rockets,1,107,117
75,73,Denver Nuggets,1,115,90
76,74,Utah Jazz,1,100,108
77,75,Dallas Mavericks,0,121,118
78,76,Sacramento Kings,0,117,89
79,77,Chicago Bulls,0,110,117
80,78,Denver Nuggets,0,131,134
81,79,Denver Nuggets,1,106,122
82,80,Golden State Warriors,1,101,123
84,81,Los Angeles Lakers,1,96,108
85,82,Portland Trail Blazers,1,103,100
