,G,Opponent,Home_away,Tm,Opp
0,1,Cincinnati Royals,1,99,103
1,2,Cincinnati Royals,0,114,112
2,3,St. Louis Hawks,0,105,113
3,4,San Francisco Warriors,1,119,136
4,5,San Francisco Warriors,0,119,110
5,6,Chicago Bulls,0,129,117
6,7,Baltimore Bullets,0,103,97
7,8,Los Angeles Lakers,0,124,121
8,9,Cincinnati Royals,0,115,120
9,10,New York Knicks,1,104,115
10,11,Philadelphia 76ers,0,100,118
11,12,Los Angeles Lakers,1,133,132
12,13,Los Angeles Lakers,1,88,144
13,14,San Francisco Warriors,1,96,135
14,15,San Francisco Warriors,1,104,115
15,16,St. Louis Hawks,0,101,104
16,17,New York Knicks,0,123,108
17,18,Los Angeles Lakers,0,121,118
18,19,St. Louis Hawks,1,87,105
19,20,New York Knicks,0,118,100
21,21,Boston Celtics,0,107,105
22,22,Philadelphia 76ers,1,123,131
23,23,Boston Celtics,0,104,100
24,24,Philadelphia 76ers,0,119,128
25,25,Boston Celtics,1,119,116
26,26,Chicago Bulls,0,104,98
27,27,Boston Celtics,0,111,130
28,28,New York Knicks,0,116,118
29,29,Chicago Bulls,0,87,93
30,30,Baltimore Bullets,0,113,121
31,31,Philadelphia 76ers,0,105,120
32,32,Boston Celtics,0,113,116
33,33,Chicago Bulls,1,103,102
34,34,Baltimore Bullets,1,129,127
35,35,New York Knicks,0,109,114
36,36,Cincinnati Royals,1,123,131
37,37,Philadelphia 76ers,0,113,137
38,38,St. Louis Hawks,0,120,122
39,39,Baltimore Bullets,0,117,110
40,40,Baltimore Bullets,1,132,126
42,41,Chicago Bulls,0,126,135
43,42,St. Louis Hawks,1,115,117
44,43,Baltimore Bullets,0,119,118
45,44,San Francisco Warriors,0,121,136
46,45,Los Angeles Lakers,0,116,127
47,46,Philadelphia 76ers,0,105,113
48,47,Chicago Bulls,1,124,125
49,48,Cincinnati Royals,1,108,122
50,49,Chicago Bulls,1,108,95
51,50,Boston Celtics,0,105,112
52,51,Cincinnati Royals,0,118,110
53,52,Boston Celtics,1,106,112
54,53,San Francisco Warriors,0,106,108
55,54,New York Knicks,0,104,101
56,55,New York Knicks,0,111,124
57,56,New York Knicks,1,101,102
58,57,St. Louis Hawks,0,114,104
59,58,Chicago Bulls,1,98,90
60,59,Cincinnati Royals,1,104,133
61,60,Cincinnati Royals,0,117,132
63,61,San Francisco Warriors,0,134,127
64,62,Philadelphia 76ers,0,121,127
65,63,Cincinnati Royals,0,110,122
66,64,Baltimore Bullets,0,118,113
67,65,Baltimore Bullets,0,104,131
68,66,St. Louis Hawks,1,112,109
69,67,Los Angeles Lakers,0,102,101
70,68,St. Louis Hawks,0,94,105
71,69,Los Angeles Lakers,0,117,119
72,70,New York Knicks,0,118,101
73,71,Philadelphia 76ers,0,103,129
74,72,Philadelphia 76ers,1,106,131
75,73,Boston Celtics,0,103,127
76,74,Baltimore Bullets,0,120,113
77,75,Los Angeles Lakers,1,103,118
78,76,Los Angeles Lakers,1,120,104
79,77,San Francisco Warriors,1,109,135
80,78,Chicago Bulls,0,91,98
81,79,Boston Celtics,0,109,132
82,80,St. Louis Hawks,1,99,102
84,81,San Francisco Warriors,0,127,135
