,G,Opponent,Home_away,Tm,Opp
0,1,Washington Bullets,0,96,87
1,2,Washington Bullets,0,102,101
2,3,Washington Bullets,1,106,114
3,4,Washington Bullets,1,103,106
4,5,Washington Bullets,0,99,78
6,6,Chicago Bulls,0,93,82
7,7,Chicago Bulls,0,95,105
8,8,Chicago Bulls,1,101,79
9,9,Chicago Bulls,1,96,77
10,10,Chicago Bulls,0,102,95
12,11,Boston Celtics,1,104,96
13,12,Boston Celtics,1,115,119
14,13,Boston Celtics,0,98,94
15,14,Boston Celtics,0,78,79
16,15,Boston Celtics,1,102,96
17,16,Boston Celtics,0,95,90
19,17,Los Angeles Lakers,1,105,93
20,18,Los Angeles Lakers,1,96,108
21,19,Los Angeles Lakers,0,86,99
22,20,Los Angeles Lakers,0,111,86
23,21,Los Angeles Lakers,0,104,94
24,22,Los Angeles Lakers,1,102,103
25,23,Los Angeles Lakers,1,105,108
