,G,Opponent,Home_away,Tm,Opp
0,1,Indiana Pacers,0,104,92
1,2,Indiana Pacers,0,100,87
2,3,Indiana Pacers,1,108,96
4,4,New York Knicks,0,112,77
5,5,New York Knicks,0,104,97
6,6,New York Knicks,1,103,111
7,7,New York Knicks,1,102,90
8,8,New York Knicks,0,95,84
10,9,Chicago Bulls,0,86,77
11,10,Chicago Bulls,0,102,93
12,11,Chicago Bulls,1,102,107
13,12,Chicago Bulls,1,101,108
14,13,Chicago Bulls,0,97,83
15,14,Chicago Bulls,1,91,109
16,15,Chicago Bulls,0,93,74
18,16,Portland Trail Blazers,0,105,99
19,17,Portland Trail Blazers,0,105,106
20,18,Portland Trail Blazers,1,121,106
21,19,Portland Trail Blazers,1,112,109
22,20,Portland Trail Blazers,1,92,90
