,G,Opponent,Home_away,Tm,Opp
0,1,Milwaukee Bucks,0,118,116
1,2,Chicago Bulls,1,118,121
2,3,New Jersey Nets,0,124,107
3,4,Philadelphia 76ers,1,125,132
4,5,Indiana Pacers,0,124,116
5,6,Indiana Pacers,1,128,117
6,7,Chicago Bulls,0,122,105
7,8,Washington Bullets,1,117,110
8,9,Boston Celtics,0,105,124
9,10,Washington Bullets,0,124,122
10,11,Milwaukee Bucks,1,118,137
11,12,Atlanta Hawks,1,118,122
12,13,New York Knicks,0,109,98
13,14,Golden State Warriors,0,115,96
14,15,Philadelphia 76ers,1,119,114
15,16,Cleveland Cavaliers,0,113,98
16,17,Boston Celtics,1,124,132
17,18,Milwaukee Bucks,0,111,102
18,19,Washington Bullets,1,119,133
19,20,Philadelphia 76ers,0,107,127
21,21,New Jersey Nets,0,113,111
22,22,Sacramento Kings,0,112,122
23,23,Cleveland Cavaliers,1,130,120
24,24,Washington Bullets,0,100,108
25,25,San Antonio Spurs,0,113,119
26,26,Los Angeles Lakers,1,119,132
27,27,Sacramento Kings,1,121,132
28,28,Seattle SuperSonics,1,99,97
29,29,New York Knicks,1,110,112
30,30,New Jersey Nets,1,116,124
31,31,Cleveland Cavaliers,0,105,119
32,32,Milwaukee Bucks,1,110,121
33,33,Chicago Bulls,1,122,131
34,34,Atlanta Hawks,1,101,111
35,35,Boston Celtics,0,113,109
36,36,Atlanta Hawks,0,99,110
37,37,Philadelphia 76ers,0,101,102
38,38,Chicago Bulls,0,123,115
39,39,Denver Nuggets,0,129,113
40,40,Los Angeles Lakers,0,118,115
42,41,Indiana Pacers,1,99,105
43,42,Cleveland Cavaliers,1,107,104
44,43,Dallas Mavericks,1,129,120
45,44,Houston Rockets,1,112,117
46,45,San Antonio Spurs,1,118,117
47,46,Atlanta Hawks,0,107,94
48,47,Atlanta Hawks,1,103,116
49,48,Washington Bullets,0,116,101
50,49,Chicago Bulls,1,117,115
51,50,Washington Bullets,1,111,109
52,51,New Jersey Nets,1,122,130
53,52,New York Knicks,0,113,99
54,53,Dallas Mavericks,0,119,110
55,54,Philadelphia 76ers,0,134,133
56,55,Utah Jazz,0,117,96
57,56,Seattle SuperSonics,0,118,113
58,57,Cleveland Cavaliers,1,109,107
59,58,Portland Trail Blazers,0,113,106
60,59,Chicago Bulls,0,110,100
61,60,Los Angeles Clippers,0,111,104
63,61,Atlanta Hawks,0,115,103
64,62,Boston Celtics,1,109,129
65,63,New Jersey Nets,0,120,103
66,64,New Jersey Nets,1,104,102
67,65,Phoenix Suns,0,109,120
68,66,Indiana Pacers,0,111,101
69,67,New York Knicks,0,112,89
70,68,Portland Trail Blazers,1,109,119
71,69,Utah Jazz,1,106,107
72,70,Denver Nuggets,1,98,114
73,71,Phoenix Suns,1,103,105
74,72,Los Angeles Clippers,1,119,99
75,73,Golden State Warriors,1,121,125
76,74,Houston Rockets,0,116,107
77,75,Milwaukee Bucks,1,121,130
78,76,Indiana Pacers,0,116,108
79,77,Boston Celtics,1,106,122
80,78,Milwaukee Bucks,0,108,115
81,79,Indiana Pacers,1,115,106
82,80,Cleveland Cavaliers,0,128,104
84,81,Philadelphia 76ers,1,112,116
85,82,New York Knicks,1,108,95
