,G,Opponent,Home_away,Tm,Opp
0,1,Indiana Pacers,0,114,105
1,2,San Antonio Spurs,1,112,110
2,3,Cleveland Cavaliers,1,117,137
3,4,New York Knicks,0,129,115
4,5,Philadelphia 76ers,1,104,112
5,6,Washington Bullets,1,106,117
6,7,Washington Bullets,0,104,103
7,8,San Antonio Spurs,0,113,129
8,9,Milwaukee Bucks,1,118,132
9,10,Cleveland Cavaliers,0,125,127
10,11,Houston Rockets,0,111,114
11,12,Atlanta Hawks,0,107,115
12,13,Philadelphia 76ers,0,106,98
13,14,Houston Rockets,1,104,112
14,15,Boston Celtics,1,111,115
15,16,New Jersey Nets,0,93,98
16,17,Atlanta Hawks,1,105,109
17,18,Utah Jazz,0,98,93
18,19,Milwaukee Bucks,0,119,100
19,20,Indiana Pacers,1,97,115
21,21,New York Knicks,1,114,116
22,22,New Jersey Nets,1,89,98
23,23,Kansas City Kings,0,95,105
24,24,San Antonio Spurs,0,134,124
25,25,Boston Celtics,0,114,118
26,26,Kansas City Kings,1,93,109
27,27,Houston Rockets,1,109,124
28,28,Indiana Pacers,1,102,103
29,29,Golden State Warriors,1,114,96
30,30,Los Angeles Lakers,1,122,138
31,31,Phoenix Suns,1,105,126
32,32,San Diego Clippers,1,126,133
33,33,Philadelphia 76ers,0,102,114
34,34,Atlanta Hawks,0,103,122
35,35,San Antonio Spurs,1,112,141
36,36,Cleveland Cavaliers,1,101,111
37,37,Indiana Pacers,0,97,98
38,38,Denver Nuggets,0,114,98
39,39,Atlanta Hawks,1,104,115
40,40,Denver Nuggets,1,116,135
42,41,Seattle SuperSonics,1,105,123
43,42,Portland Trail Blazers,1,102,119
44,43,Utah Jazz,1,110,124
45,44,Los Angeles Lakers,0,100,123
46,45,Indiana Pacers,1,109,122
47,46,Chicago Bulls,0,107,102
48,47,Washington Bullets,0,110,107
49,48,Houston Rockets,0,122,110
50,49,Chicago Bulls,1,131,145
51,50,Boston Celtics,0,104,131
52,51,New Jersey Nets,1,119,116
53,52,New York Knicks,0,93,98
54,53,Golden State Warriors,0,100,111
55,54,Philadelphia 76ers,1,108,121
56,55,Seattle SuperSonics,0,102,119
57,56,New York Knicks,1,107,114
58,57,Boston Celtics,1,111,128
59,58,Cleveland Cavaliers,0,102,107
60,59,Philadelphia 76ers,0,104,114
61,60,Cleveland Cavaliers,1,104,123
63,61,Atlanta Hawks,0,99,108
64,62,Phoenix Suns,0,116,125
65,63,Portland Trail Blazers,0,107,130
66,64,San Diego Clippers,0,113,129
67,65,New Jersey Nets,0,137,128
68,66,Boston Celtics,1,115,118
69,67,Washington Bullets,1,107,135
70,68,New York Knicks,0,120,113
71,69,Washington Bullets,0,105,106
72,70,New York Knicks,1,104,110
73,71,New Jersey Nets,1,100,140
74,72,New Jersey Nets,0,119,137
75,73,San Antonio Spurs,0,102,113
76,74,Houston Rockets,0,99,102
77,75,Philadelphia 76ers,1,109,123
78,76,Cleveland Cavaliers,0,107,108
79,77,Boston Celtics,0,106,124
80,78,Atlanta Hawks,1,95,108
81,79,Washington Bullets,1,114,119
82,80,Indiana Pacers,0,114,124
84,81,Houston Rockets,1,112,128
85,82,San Antonio Spurs,1,124,144
