,G,Opponent,Home_away,Tm,Opp
0,1,Philadelphia 76ers,0,106,85
1,2,Philadelphia 76ers,0,99,84
2,3,Philadelphia 76ers,1,104,115
3,4,Philadelphia 76ers,1,97,92
4,5,Philadelphia 76ers,0,88,78
6,6,Indiana Pacers,0,96,81
7,7,Indiana Pacers,0,83,92
8,8,Indiana Pacers,1,74,79
9,9,Indiana Pacers,1,89,76
10,10,Indiana Pacers,0,86,67
11,11,Indiana Pacers,1,88,79
13,12,Miami Heat,1,90,81
14,13,Miami Heat,1,86,92
15,14,Miami Heat,0,104,113
16,15,Miami Heat,0,106,96
17,16,Miami Heat,1,76,88
18,17,Miami Heat,0,91,66
19,18,Miami Heat,1,88,82
21,19,San Antonio Spurs,1,69,84
22,20,San Antonio Spurs,1,76,97
23,21,San Antonio Spurs,0,96,79
24,22,San Antonio Spurs,0,102,71
25,23,San Antonio Spurs,0,95,96
26,24,San Antonio Spurs,1,95,86
27,25,San Antonio Spurs,1,74,81
