,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
0,1,1,1999-12-17,26-303,GSW,@,LAC,L (-1),0,12:00,3,4,0.75,1,2,0.5,0,0,,0,0,0,1,0,0,1,4,7,3.5
1,2,2,1999-12-20,26-306,GSW,,SAC,W (+12),0,11:00,0,0,,0,0,,0,0,,0,1,1,2,0,0,1,1,0,0.3
2,3,3,1999-12-22,26-308,GSW,,LAC,L (-4),0,7:00,0,0,,0,0,,0,0,,0,2,2,1,0,0,0,1,0,0.9
3,4,4,1999-12-23,26-309,GSW,@,POR,L (-20),0,20:00,2,5,0.4,1,3,0.33299999999999996,0,0,,0,1,1,5,0,0,2,2,5,3.3
4,5,5,1999-12-26,26-312,GSW,@,PHO,L (-20),0,11:00,2,3,0.667,1,2,0.5,1,2,0.5,0,1,1,2,1,0,0,0,6,7.0
5,6,6,1999-12-27,26-313,GSW,,SAS,L (-22),0,11:00,1,1,1.0,0,0,,0,0,,0,1,1,2,1,0,2,3,2,1.2
6,7,7,1999-12-29,26-315,GSW,,PHI,L (-3),0,11:00,1,5,0.2,0,2,0.0,0,0,,0,2,2,3,0,0,0,3,2,0.4
7,8,8,2000-01-03,26-320,GSW,@,WAS,L (-12),0,2:00,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7
8,9,9,2000-03-30,27-042,ATL,,PHO,L (-44),0,8:00,0,1,0.0,0,1,0.0,0,0,,0,1,1,3,0,0,3,0,0,-1.3
9,10,10,2000-04-01,27-044,ATL,@,HOU,L (-22),0,5:00,2,3,0.667,1,1,1.0,0,0,,0,0,0,1,0,0,1,0,5,3.4
10,11,11,2000-04-05,27-048,ATL,@,PHI,L (-21),0,10:00,0,2,0.0,0,2,0.0,0,0,,0,1,1,2,0,0,0,2,0,-0.5
11,12,12,2000-04-07,27-050,ATL,,TOR,L (-20),0,6:00,1,2,0.5,1,1,1.0,0,0,,0,0,0,0,0,0,1,0,3,1.0
12,13,13,2000-04-08,27-051,ATL,@,WAS,L (-10),0,7:00,0,1,0.0,0,1,0.0,0,0,,0,1,1,2,0,0,0,1,0,0.6
13,14,14,2000-04-10,27-053,ATL,@,BOS,L (-5),0,20:00,2,3,0.667,1,2,0.5,3,3,1.0,0,0,0,3,0,0,2,3,8,5.6
14,15,15,2000-04-12,27-055,ATL,@,CHH,L (-32),0,8:00,0,1,0.0,0,0,,0,0,,0,0,0,3,0,0,0,2,0,0.6
15,16,16,2000-04-19,27-062,ATL,@,IND,L (-19),0,10:00,1,2,0.5,1,1,1.0,0,0,,0,1,1,2,0,0,0,1,3,3.3
