,G,Opponent,Home_away,Tm,Opp
0,1,Houston Rockets,0,119,101
1,2,Houston Rockets,0,95,75
2,3,Houston Rockets,1,100,81
3,4,Houston Rockets,1,138,121
5,5,Philadelphia 76ers,0,93,96
6,6,Philadelphia 76ers,0,96,90
7,7,Philadelphia 76ers,1,97,99
8,8,Philadelphia 76ers,1,90,102
9,9,Philadelphia 76ers,0,94,105
