,G,Opponent,Home_away,Tm,Opp
0,1,Buffalo Braves,0,102,113
1,2,Buffalo Braves,1,120,106
2,3,Buffalo Braves,0,111,96
3,4,Buffalo Braves,1,102,108
4,5,Buffalo Braves,0,97,93
5,6,Buffalo Braves,1,96,102
6,7,Buffalo Braves,0,115,96
8,8,Boston Celtics,1,100,95
9,9,Boston Celtics,0,117,92
10,10,Boston Celtics,1,90,101
11,11,Boston Celtics,0,119,108
12,12,Boston Celtics,1,99,103
13,13,Boston Celtics,0,98,92
15,14,Golden State Warriors,0,95,101
16,15,Golden State Warriors,1,91,92
17,16,Golden State Warriors,1,101,109
18,17,Golden State Warriors,0,95,96
