,G,Opponent,Home_away,Tm,Opp
0,1,Atlanta Hawks,0,103,89
1,2,Atlanta Hawks,0,99,107
2,3,Atlanta Hawks,1,89,77
3,4,Atlanta Hawks,1,120,118
4,5,Atlanta Hawks,0,103,107
5,6,Atlanta Hawks,1,86,104
6,7,Atlanta Hawks,0,100,94
8,8,San Antonio Spurs,0,97,118
9,9,San Antonio Spurs,0,115,95
10,10,San Antonio Spurs,1,114,116
11,11,San Antonio Spurs,1,102,118
12,12,San Antonio Spurs,0,107,103
13,13,San Antonio Spurs,1,108,100
14,14,San Antonio Spurs,0,107,105
16,15,Seattle SuperSonics,0,99,97
17,16,Seattle SuperSonics,0,82,92
18,17,Seattle SuperSonics,1,95,105
19,18,Seattle SuperSonics,1,112,114
20,19,Seattle SuperSonics,0,93,97
