,G,Opponent,Home_away,Tm,Opp
0,1,Atlanta Hawks,0,103,94
1,2,Atlanta Hawks,1,107,103
3,3,San Antonio Spurs,1,103,114
4,4,San Antonio Spurs,1,121,117
5,5,San Antonio Spurs,0,118,105
6,6,San Antonio Spurs,0,98,95
7,7,San Antonio Spurs,1,105,116
8,8,San Antonio Spurs,0,103,100
10,9,Philadelphia 76ers,1,122,117
11,10,Philadelphia 76ers,1,104,110
12,11,Philadelphia 76ers,0,123,108
13,12,Philadelphia 76ers,0,121,105
14,13,Philadelphia 76ers,1,94,107
15,14,Philadelphia 76ers,0,101,99
17,15,Seattle SuperSonics,1,102,106
18,16,Seattle SuperSonics,0,106,98
19,17,Seattle SuperSonics,0,92,93
20,18,Seattle SuperSonics,1,120,116
21,19,Seattle SuperSonics,1,94,98
22,20,Seattle SuperSonics,0,117,82
23,21,Seattle SuperSonics,1,105,99
