,G,Opponent,Home_away,Tm,Opp
0,1,Sacramento Kings,0,98,96
1,2,Dallas Mavericks,0,85,95
2,3,Oklahoma City Thunder,1,85,88
3,4,San Antonio Spurs,0,125,129
4,5,Sacramento Kings,1,109,121
5,6,Portland Trail Blazers,1,93,97
6,7,Golden State Warriors,1,110,113
7,8,Portland Trail Blazers,0,83,88
8,9,Denver Nuggets,1,84,90
9,10,Philadelphia 76ers,0,102,96
10,11,Boston Celtics,0,78,95
11,12,Detroit Pistons,1,106,80
12,13,Phoenix Suns,0,102,110
13,14,Oklahoma City Thunder,1,105,103
14,15,Denver Nuggets,0,97,106
15,16,Charlotte Bobcats,1,90,100
16,17,Orlando Magic,1,89,100
17,18,New Jersey Nets,1,84,113
18,19,Los Angeles Clippers,0,84,107
19,20,Utah Jazz,0,96,99
21,21,Denver Nuggets,1,105,116
22,22,San Antonio Spurs,0,86,98
23,23,Los Angeles Lakers,1,86,98
24,24,Sacramento Kings,1,103,118
25,25,Cleveland Cavaliers,0,70,93
26,26,Houston Rockets,0,102,109
27,27,San Antonio Spurs,1,93,99
28,28,New York Knicks,1,120,107
29,29,Orlando Magic,0,94,118
30,30,Memphis Grizzlies,0,108,98
31,31,Dallas Mavericks,1,100,107
32,32,Golden State Warriors,0,115,108
33,33,Chicago Bulls,1,102,92
34,34,Memphis Grizzlies,1,94,87
35,35,Oklahoma City Thunder,0,129,87
36,36,Milwaukee Bucks,0,106,104
37,37,Miami Heat,0,96,99
38,38,Phoenix Suns,1,105,103
39,39,Los Angeles Clippers,1,94,86
40,40,Utah Jazz,1,107,112
42,41,New Orleans Hornets,0,116,108
43,42,Chicago Bulls,0,109,108
44,43,Milwaukee Bucks,1,90,83
45,44,Detroit Pistons,0,89,98
46,45,Los Angeles Lakers,0,119,132
47,46,Boston Celtics,1,101,109
48,47,Indiana Pacers,1,116,111
49,48,Atlanta Hawks,0,86,94
50,49,Houston Rockets,1,90,107
51,50,New Orleans Hornets,1,97,101
52,51,Toronto Raptors,0,102,110
53,52,Washington Wizards,1,103,111
54,53,Miami Heat,1,111,104
55,54,Indiana Pacers,0,105,112
56,55,Los Angeles Lakers,0,108,111
57,56,Toronto Raptors,1,110,118
58,57,Utah Jazz,0,103,120
59,58,Portland Trail Blazers,0,82,102
60,59,Houston Rockets,0,94,105
61,60,Golden State Warriors,0,94,118
63,61,Los Angeles Lakers,1,90,110
64,62,Portland Trail Blazers,1,93,95
65,63,Washington Wizards,0,99,110
66,64,Memphis Grizzlies,0,104,79
67,65,New York Knicks,0,94,102
68,66,Charlotte Bobcats,0,108,100
69,67,San Antonio Spurs,1,86,93
70,68,New Orleans Hornets,1,93,94
71,69,Houston Rockets,1,88,107
72,70,Oklahoma City Thunder,0,90,97
73,71,Atlanta Hawks,1,97,109
74,72,Philadelphia 76ers,1,88,96
75,73,Cleveland Cavaliers,1,85,107
76,74,New Jersey Nets,0,108,99
77,75,Dallas Mavericks,0,88,108
78,76,Utah Jazz,1,103,102
79,77,Denver Nuggets,0,87,110
80,78,Los Angeles Clippers,1,87,77
81,79,Golden State Warriors,1,105,97
82,80,Phoenix Suns,0,97,110
84,81,Dallas Mavericks,1,94,96
85,82,Sacramento Kings,0,90,97
