,G,Opponent,Home_away,Tm,Opp
0,1,Denver Nuggets,0,106,92
1,2,Denver Nuggets,0,95,81
2,3,Denver Nuggets,1,86,107
3,4,Denver Nuggets,1,84,82
4,5,Denver Nuggets,0,102,91
6,6,Sacramento Kings,0,98,104
7,7,Sacramento Kings,0,94,89
8,8,Sacramento Kings,1,114,113
9,9,Sacramento Kings,1,81,87
10,10,Sacramento Kings,0,86,74
11,11,Sacramento Kings,1,87,104
12,12,Sacramento Kings,0,83,80
14,13,Los Angeles Lakers,0,88,97
15,14,Los Angeles Lakers,0,89,71
16,15,Los Angeles Lakers,1,89,100
17,16,Los Angeles Lakers,1,85,92
18,17,Los Angeles Lakers,0,98,96
19,18,Los Angeles Lakers,1,90,96
