,G,Opponent,Home_away,Tm,Opp
0,1,Philadelphia 76ers,0,98,100
1,2,Philadelphia 76ers,0,96,87
2,3,Philadelphia 76ers,1,94,96
3,4,Philadelphia 76ers,1,84,81
4,5,Philadelphia 76ers,0,91,78
5,6,Philadelphia 76ers,1,114,89
7,7,Boston Celtics,1,95,90
8,8,Boston Celtics,1,94,112
9,9,Boston Celtics,0,117,96
10,10,Boston Celtics,0,94,95
11,11,Boston Celtics,1,88,92
12,12,Boston Celtics,0,83,75
13,13,Boston Celtics,1,101,82
15,14,Cleveland Cavaliers,1,107,106
16,15,Cleveland Cavaliers,1,95,96
17,16,Cleveland Cavaliers,0,99,89
18,17,Cleveland Cavaliers,0,116,114
19,18,Cleveland Cavaliers,1,102,112
20,19,Cleveland Cavaliers,0,103,90
22,20,Los Angeles Lakers,1,75,100
23,21,Los Angeles Lakers,1,96,101
24,22,Los Angeles Lakers,0,108,104
25,23,Los Angeles Lakers,0,91,99
26,24,Los Angeles Lakers,0,86,99
