,G,Opponent,Home_away,Tm,Opp
0,1,Miami Heat,0,96,108
1,2,Detroit Pistons,1,82,108
2,3,Cleveland Cavaliers,1,99,105
3,4,Philadelphia 76ers,1,103,101
4,5,Sacramento Kings,0,102,94
5,6,Washington Wizards,0,88,86
6,7,Chicago Bulls,1,80,112
7,8,Minnesota Timberwolves,0,107,123
8,9,Utah Jazz,0,74,87
9,10,Oklahoma City Thunder,1,119,117
10,11,Indiana Pacers,1,69,88
11,12,New Orleans Pelicans,0,89,82
12,13,Dallas Mavericks,0,95,87
13,14,Milwaukee Bucks,1,89,93
14,15,Phoenix Suns,0,87,92
15,16,Washington Wizards,0,91,94
16,17,Milwaukee Bucks,0,96,104
17,18,San Antonio Spurs,1,95,83
18,19,Memphis Grizzlies,1,94,95
19,20,Philadelphia 76ers,1,105,88
21,21,Detroit Pistons,1,98,92
22,22,Washington Wizards,1,124,116
23,23,Boston Celtics,0,87,117
24,24,Charlotte Hornets,1,88,109
25,25,Denver Nuggets,0,113,121
26,26,Atlanta Hawks,1,131,120
27,27,Los Angeles Clippers,0,108,113
28,28,Brooklyn Nets,0,118,111
29,29,Toronto Raptors,0,79,109
30,30,Miami Heat,1,136,130
31,31,New York Knicks,1,95,106
32,32,Los Angeles Lakers,0,109,90
33,33,Memphis Grizzlies,0,112,102
34,34,Charlotte Hornets,0,101,120
35,35,Indiana Pacers,1,104,117
36,36,New York Knicks,1,115,103
37,37,Atlanta Hawks,0,92,111
38,38,Houston Rockets,0,93,100
39,39,Los Angeles Lakers,1,95,111
40,40,Los Angeles Clippers,1,96,105
42,41,Portland Trail Blazers,1,115,109
43,42,Utah Jazz,1,107,114
44,43,Denver Nuggets,1,112,125
45,44,New Orleans Pelicans,1,98,118
46,45,Milwaukee Bucks,0,112,96
47,46,Golden State Warriors,0,98,118
48,47,Chicago Bulls,0,92,100
49,48,Boston Celtics,1,98,128
50,49,Toronto Raptors,1,114,113
51,50,Minnesota Timberwolves,1,105,111
52,51,Indiana Pacers,0,88,98
53,52,Toronto Raptors,0,102,94
54,53,Atlanta Hawks,1,86,113
55,54,Houston Rockets,1,104,128
56,55,Philadelphia 76ers,0,111,112
57,56,Dallas Mavericks,1,80,112
58,57,Miami Heat,1,116,107
59,58,San Antonio Spurs,0,79,107
60,59,Portland Trail Blazers,0,103,112
61,60,Atlanta Hawks,0,105,86
63,61,New York Knicks,0,90,101
64,62,Miami Heat,0,110,99
65,63,Washington Wizards,1,114,115
66,64,New York Knicks,0,105,113
67,65,Chicago Bulls,0,98,91
68,66,Charlotte Hornets,1,81,121
69,67,Cleveland Cavaliers,0,104,116
70,68,Sacramento Kings,1,115,120
71,69,Golden State Warriors,1,92,122
72,70,Phoenix Suns,1,109,103
73,71,Philadelphia 76ers,0,112,109
74,72,Charlotte Hornets,0,102,109
75,73,Detroit Pistons,0,115,87
76,74,Toronto Raptors,1,112,131
77,75,Oklahoma City Thunder,0,106,114
78,76,Boston Celtics,1,116,117
79,77,Brooklyn Nets,1,111,121
80,78,Cleveland Cavaliers,1,102,122
81,79,Brooklyn Nets,0,115,107
82,80,Indiana Pacers,0,112,127
84,81,Chicago Bulls,1,75,122
85,82,Detroit Pistons,0,113,109
