,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,,2015-10-28,19-346,POR,,NOP,W (+18),Inactive,,,,,,,,,,,,,,,,,,,,,
1,2,,2015-10-30,19-348,POR,@,PHO,L (-18),Inactive,,,,,,,,,,,,,,,,,,,,,
2,3,,2015-10-31,19-349,POR,,PHO,L (-11),Inactive,,,,,,,,,,,,,,,,,,,,,
3,4,,2015-11-02,19-351,POR,@,MIN,W (+5),Inactive,,,,,,,,,,,,,,,,,,,,,
4,5,,2015-11-04,19-353,POR,@,UTA,W (+16),Inactive,,,,,,,,,,,,,,,,,,,,,
5,6,,2015-11-05,19-354,POR,,MEM,W (+19),Inactive,,,,,,,,,,,,,,,,,,,,,
6,7,,2015-11-08,19-357,POR,,DET,L (-17),Did Not Play,,,,,,,,,,,,,,,,,,,,,
7,8,,2015-11-09,19-358,POR,@,DEN,L (-4),Did Not Play,,,,,,,,,,,,,,,,,,,,,
8,9,,2015-11-11,19-360,POR,,SAS,L (-12),Inactive,,,,,,,,,,,,,,,,,,,,,
9,10,,2015-11-13,19-362,POR,@,MEM,L (-1),Did Not Play,,,,,,,,,,,,,,,,,,,,,
10,11,1,2015-11-15,19-364,POR,@,CHO,L (-12),0,17:24,2,4,.500,0,0,,0,0,,1,3,4,0,0,1,0,0,4,4.3,+8
11,12,2,2015-11-16,20-000,POR,@,SAS,L (-13),0,3:17,0,1,.000,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0.0,-3
12,13,3,2015-11-18,20-002,POR,@,HOU,L (-5),0,4:00,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.0,-5
13,14,4,2015-11-20,20-004,POR,,LAC,W (+11),0,2:35,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,0,0,2,2.0,0
14,15,,2015-11-22,20-006,POR,@,LAL,W (+14),Did Not Play,,,,,,,,,,,,,,,,,,,,,
15,16,,2015-11-24,20-008,POR,,CHI,L (-5),Did Not Play,,,,,,,,,,,,,,,,,,,,,
16,17,5,2015-11-28,20-012,POR,,LAL,W (+12),0,0:52,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-2
17,18,6,2015-11-30,20-014,POR,@,LAC,L (-15),0,2:19,1,1,1.000,0,0,,0,0,,0,0,0,0,1,0,0,0,2,2.7,+2
